CSV_Age,Day_mth_year_cat,Pet_ageMonths,Breed,Color,Outcome_Type,Fixed,Sex
2,years,24,Queensland Heeler Mix,Black/White,,Spayed,Female
14,years,168,Labrador Retriever Mix,White,,Neutered,Male
2,years,24,Treeing Walker Coonhound Mix,White/Black,,Neutered,Male
3,years,36,Chihuahua Shorthair Mix,Black,,Spayed,Female
3,years,36,Labrador Retriever/Vizsla,Tan/White,,Spayed,Female
5,years,60,Cairn Terrier Mix,White/Tan,,Spayed,Female
7,years,84,Labrador Retriever Mix,Chocolate,,Spayed,Female
9,years,108,Collie Smooth Mix,Black/Brown,,Neutered,Male
5,years,60,Labrador Retriever Mix,Chocolate,,Neutered,Male
2,years,24,Pit Bull Mix,White,,Neutered,Male
3,years,36,Pit Bull Mix,Brown/White,,Spayed,Female
3,years,36,Dandie Dinmont,Tan,,Neutered,Male
3,years,36,Pointer/Labrador Retriever,White/Brown,,Neutered,Male
2,years,24,Pit Bull Mix,Blue,,Intact,Female
6,years,72,Pit Bull Mix,Black/White,,Spayed,Female
10,years,120,Rat Terrier,Tricolor,,Neutered,Male
7,years,84,Dachshund Mix,Black,,Spayed,Female
6,years,72,Chihuahua Shorthair Mix,White/Black,,Intact,Male
4,years,48,Chihuahua Shorthair Mix,Black/Brown,,Spayed,Female
2,years,24,Rat Terrier Mix,Black/White,,Neutered,Male
2,years,24,Dachshund Longhair Mix,Tan,,Spayed,Female
3,years,36,Doberman Pinsch Mix,Blue/Tan,,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,White/Black,,Neutered,Male
4,years,48,Yorkshire Terrier Mix,Blue/Tan,,Spayed,Female
3,years,36,Miniature Poodle Mix,Cream,,Spayed,Female
2,years,24,Pit Bull Mix,Chocolate/White,,Spayed,Female
2,years,24,Australian Cattle Dog/Australian Kelpie,Tricolor,,Spayed,Female
8,years,96,Chihuahua Shorthair,Tan,,Intact,Male
7,years,84,Chihuahua Shorthair Mix,Black/Tan,,Spayed,Female
14,years,168,Chihuahua Shorthair Mix,Tan,,Neutered,Male
2,years,24,Canaan Dog Mix,White/Black,,Neutered,Male
6,years,72,Boston Terrier,Black/White,,Spayed,Female
5,years,60,Bearded Collie,Black,,Neutered,Male
4,years,48,Chinese Sharpei/Labrador Retriever,Black,,Spayed,Female
6,years,72,Pug Mix,Fawn,,Spayed,Female
8,years,96,Chihuahua Shorthair/Dachshund,Brown/White,,Neutered,Male
7,years,84,Pit Bull Mix,Chocolate/White,,Neutered,Male
3,years,36,Catahoula Mix,Brown Merle/White,,Spayed,Female
2,years,24,Pharaoh Hound Mix,Fawn,,Spayed,Female
4,years,48,Labrador Retriever Mix,Black,,Neutered,Male
15,years,180,Chihuahua Shorthair Mix,Tan,,Intact,Male
5,years,60,Catahoula Mix,Blue Merle,,Spayed,Female
3,years,36,Rat Terrier Mix,White/Red,,Spayed,Female
3,years,36,Labrador Retriever/Great Pyrenees,White,,Spayed,Female
2,years,24,Pit Bull Mix,Fawn/White,,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,Tan/White,,Spayed,Female
13,years,156,Labrador Retriever Mix,White,,Neutered,Male
4,years,48,Great Pyrenees Mix,White/Tan,,Spayed,Female
3,years,36,German Shepherd/Rottweiler,Brown/Black,,Neutered,Male
8,years,96,Australian Shepherd Mix,Black/White,,Neutered,Male
5,years,60,Cairn Terrier/Dachshund Wirehair,Black/Tan,,Neutered,Male
2,years,24,Pit Bull Mix,Red/White,,Neutered,Male
13,years,156,Lhasa Apso Mix,Brown/Black,,Spayed,Female
3,years,36,English Bulldog Mix,Brown Brindle/White,,Spayed,Female
8,years,96,Maltese,White,,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Buff/White,,Neutered,Male
4,years,48,Maltese/Lhasa Apso,Black/White,,Neutered,Male
2,years,24,Labrador Retriever Mix,Yellow,,Neutered,Male
9,years,108,Shih Tzu Mix,White/Black,,Intact,Female
2,years,24,Catahoula Mix,Blue Merle/Tan,,Neutered,Male
2,years,24,Labrador Retriever Mix,Tan/White,,Spayed,Female
3,years,36,Siberian Husky,Black/White,,Neutered,Male
2,years,24,Pit Bull Mix,Tan/White,,Neutered,Male
4,years,48,Maltese Mix,White,,Neutered,Male
4,years,48,Boston Terrier Mix,Black/White,,Neutered,Male
7,years,84,Miniature Schnauzer Mix,Gray,,Neutered,Male
2,years,24,Labrador Retriever/German Shepherd,Brown/Tan,,Intact,Female
5,years,60,Labrador Retriever Mix,Tan/Black,,Spayed,Female
2,years,24,Catahoula Mix,Sable,,Intact,Male
2,years,24,Pit Bull Mix,Blue/White,,Spayed,Female
10,years,120,Dogo Argentino Mix,White,,Spayed,Female
6,years,72,Blue Lacy,Black/White,,Neutered,Male
6,years,72,Dachshund,Black/Brown,,Intact,Male
2,years,24,Boston Terrier Mix,Brown Brindle/White,,Spayed,Female
8,years,96,German Shepherd Mix,Sable,,Neutered,Male
2,years,24,Bull Terrier Mix,Brown Brindle/White,,Neutered,Male
3,years,36,American Staffordshire Terrier Mix,Brown/White,,Spayed,Female
3,years,36,Cairn Terrier Mix,White/Black,,Spayed,Female
4,years,48,Labrador Retriever Mix,Brown,,Neutered,Male
4,years,48,Siberian Husky,Black/White,,Neutered,Male
7,years,84,Pomeranian,Red,,Spayed,Female
4,years,48,Chihuahua Shorthair/Manchester Terrier,Tricolor,,Intact,Male
3,years,36,Labrador Retriever Mix,Black/White,,Spayed,Female
2,years,24,Pit Bull/Doberman Pinsch,Brown/Tan,,Spayed,Female
4,years,48,Pit Bull Mix,Chocolate/White,,Neutered,Male
6,years,72,Miniature Poodle/Border Terrier,White,,Neutered,Male
9,years,108,Chihuahua Shorthair Mix,Tan/White,,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,Black/White,,Neutered,Male
2,years,24,Pit Bull Mix,White/Orange,,Neutered,Male
12,years,144,Labrador Retriever Mix,White/Red,,Neutered,Male
2,years,24,German Shepherd Mix,Brown/White,,Neutered,Male
2,years,24,Chihuahua Shorthair/Pembroke Welsh Corgi,Tan/White,,Neutered,Male
10,years,120,Chihuahua Shorthair Mix,Liver/Tan,,Neutered,Male
2,years,24,Pit Bull Mix,Blue/White,,Neutered,Male
2,years,24,American Bulldog Mix,White/Brown,,Neutered,Male
2,years,24,Pit Bull Mix,Brown/White,,Spayed,Female
3,years,36,Labrador Retriever Mix,Yellow,,Neutered,Male
2,years,24,West Highland Mix,Tan,,Neutered,Male
7,years,84,Pit Bull Mix,Red/White,,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Brown/White,,Spayed,Female
2,years,24,Pointer Mix,White/Brown Brindle,,Spayed,Female
2,years,24,Dachshund Wirehair Mix,Black/Silver,,Neutered,Male
6,years,72,Boxer Mix,Chocolate,,Spayed,Female
7,years,84,Chihuahua Shorthair Mix,Brown,,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,Black/White,,Intact,Male
9,years,108,Labrador Retriever Mix,Black/Gray,,Spayed,Female
14,years,168,Miniature Schnauzer Mix,Silver/Tan,,Neutered,Male
2,years,24,Pit Bull Mix,Brown Brindle/White,,Spayed,Female
6,years,72,Labrador Retriever Mix,Chocolate,,Neutered,Male
2,years,24,Pit Bull Mix,White/Brown,,Neutered,Male
2,years,24,Dachshund/Chihuahua Shorthair,Chocolate/White,,Neutered,Male
2,years,24,Shih Tzu Mix,Black/White,,Spayed,Female
6,years,72,Doberman Pinsch Mix,Black/Tan,,Intact,Male
2,years,24,Chihuahua Longhair/Cocker Spaniel,Buff,,Neutered,Male
3,years,36,Great Pyrenees/Border Collie,Black/White,,Neutered,Male
2,years,24,Cairn Terrier Mix,White,,Neutered,Male
2,years,24,Pit Bull/Weimaraner,Gray/White,,Spayed,Female
2,years,24,Pit Bull Mix,Brown Brindle/White,,Neutered,Male
15,years,180,Dachshund Mix,Black/Brown,,Neutered,Male
2,years,24,Labrador Retriever Mix,Brown Brindle/White,,Spayed,Female
5,years,60,Miniature Poodle,Black,,Neutered,Male
2,years,24,American Pit Bull Terrier Mix,Fawn/White,,Spayed,Female
6,years,72,Pit Bull Mix,Fawn,,Spayed,Female
2,years,24,Catahoula/Labrador Retriever,Brown Brindle/White,,Neutered,Male
4,years,48,Keeshond Mix,Black/Brown,,Neutered,Male
5,years,60,Chihuahua Shorthair Mix,White/Black,,Spayed,Female
8,years,96,German Shepherd Mix,Black/Brown,,Spayed,Female
6,years,72,Pit Bull,White/Black Brindle,,Neutered,Male
3,years,36,German Shepherd Mix,Black/Brown,,Spayed,Female
2,years,24,Pit Bull Mix,Blue/White,,Spayed,Female
5,years,60,Miniature Poodle,White/Black,,Neutered,Male
2,years,24,Labrador Retriever Mix,Buff,,Neutered,Male
3,years,36,Pit Bull Mix,Brown/White,,Neutered,Male
6,years,72,Chihuahua Shorthair Mix,Tan/White,,Neutered,Male
3,years,36,Golden Retriever/Chow Chow,Tan,,Neutered,Male
7,years,84,German Shepherd/Rottweiler,Tan,,Intact,Male
4,years,48,Pit Bull Mix,Tan/White,,Neutered,Male
3,years,36,Chihuahua Shorthair Mix,Brown/White,,Spayed,Female
3,years,36,Labrador Retriever Mix,Brown Brindle/White,,Spayed,Female
2,years,24,Rat Terrier Mix,Tricolor,,Neutered,Male
8,years,96,Pointer Mix,White/Tan,,Neutered,Male
14,years,168,Bichon Frise Mix,White,,Neutered,Male
3,years,36,Labrador Retriever,Black,,Spayed,Female
2,years,24,Pit Bull Mix,White/Tan,,Spayed,Female
4,years,48,Australian Cattle Dog Mix,Fawn,,Neutered,Male
2,years,24,Yorkshire Terrier Mix,Chocolate/Tan,,Neutered,Male
4,years,48,Pit Bull Mix,Brown/White,,Neutered,Male
2,years,24,Chihuahua Longhair Mix,Red,,Intact,Male
7,years,84,Harrier Mix,Tan/White,,Neutered,Male
2,years,24,Siberian Husky/Border Collie,Black/White,,Spayed,Female
11,years,132,Rottweiler,Black/Brown,,Neutered,Male
13,years,156,Pomeranian Mix,Red,,Spayed,Female
2,years,24,Cairn Terrier/West Highland,Tan,,Neutered,Male
4,years,48,Labrador Retriever,Buff/Tan,,Neutered,Male
7,years,84,Chow Chow,Tan,,Intact,Male
5,years,60,Boxer,Brown Brindle/White,,Neutered,Male
3,years,36,German Shepherd Mix,Black/Brown,,Spayed,Female
7,years,84,Boston Terrier,Brown Brindle/White,,Spayed,Female
3,years,36,German Shepherd/Labrador Retriever,Brown/Black,,Neutered,Male
3,years,36,Maltese,White,,Spayed,Female
14,years,168,Toy Poodle Mix,White,,Intact,Female
2,years,24,English Coonhound Mix,Black/Brown,,Intact,Female
7,years,84,Pit Bull Mix,Tan/White,,Spayed,Female
2,years,24,Chihuahua Shorthair/Dachshund,Chocolate/White,,Spayed,Female
4,years,48,Pit Bull/Mastiff,Tan/White,,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,Black/White,,Spayed,Female
12,years,144,Chihuahua Shorthair Mix,Tan,,Intact,Female
2,years,24,Basenji Mix,Red,,Neutered,Male
5,years,60,German Shepherd Mix,Red,,Intact,Male
2,years,24,Yorkshire Terrier,Black/Tan,,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,White/Tricolor,,Neutered,Male
6,years,72,Bullmastiff,Brown/Black,,Neutered,Male
6,years,72,Australian Shepherd Mix,Black/Brown,,Intact,Female
2,years,24,Havanese Mix,White,,Intact,Female
4,years,48,Toy Poodle Mix,White,,Intact,Female
9,years,108,Beagle,Tricolor,,Neutered,Male
5,years,60,Australian Shepherd Mix,Red Merle/White,,Neutered,Male
2,years,24,Pembroke Welsh Corgi Mix,Blue Merle/White,,Neutered,Male
2,years,24,German Wirehaired Pointer/Labrador Retriever,Black,,Neutered,Male
3,years,36,Chihuahua Shorthair/Dachshund Wirehair,Chocolate/Tan,,Neutered,Male
4,years,48,Pit Bull Mix,Blue/White,,Intact,Female
5,years,60,Rhod Ridgeback/Bullmastiff,Brown/Black,,Neutered,Male
9,years,108,Labrador Retriever/Australian Cattle Dog,Black/Blue Tick,,Spayed,Female
12,years,144,Maltese Mix,White,,Neutered,Male
6,years,72,Labrador Retriever Mix,Black/White,,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,Black/White,,Spayed,Female
4,years,48,Rat Terrier/Boston Terrier,White/Tan,,Spayed,Female
9,years,108,Shih Tzu Mix,White/Black,,Intact,Female
8,years,96,Pit Bull/Labrador Retriever,White/Brown,,Spayed,Female
15,years,180,Coton De Tulear,White,,Spayed,Female
5,years,60,Pit Bull,Tan/White,,Intact,Female
2,years,24,American Bulldog Mix,Brown Brindle/White,,Neutered,Male
2,years,24,Lhasa Apso/Miniature Poodle,Black/White,,Neutered,Male
10,years,120,Miniature Schnauzer,Gray,,Spayed,Female
3,years,36,Pit Bull Mix,Brown/White,,Spayed,Female
3,years,36,Siberian Husky Mix,Brown/Tan,,Spayed,Female
5,years,60,Dachshund,Red,,Neutered,Male
2,years,24,Border Collie/Labrador Retriever,Black/White,,Neutered,Male
2,years,24,Boxer,Brown/White,,Neutered,Male
3,years,36,Pit Bull Mix,Brown Brindle/White,,Neutered,Male
3,years,36,English Coonhound Mix,Tricolor,,Spayed,Female
13,years,156,Cocker Spaniel/Pembroke Welsh Corgi,Black,,Intact,Male
2,years,24,Chihuahua Shorthair Mix,Tricolor,,Neutered,Male
6,years,72,Dachshund/Chihuahua Shorthair,Red/Black,,Spayed,Female
3,years,36,Chihuahua Shorthair/Whippet,Brown,,Intact,Male
2,years,24,Labrador Retriever Mix,White/Black,,Neutered,Male
5,years,60,Rat Terrier Mix,Brown/White,,Neutered,Male
3,years,36,Pit Bull Mix,Tan,,Spayed,Female
3,years,36,Mastiff,Fawn,,Intact,Male
11,years,132,Dachshund/Chihuahua Shorthair,Brown/Tan,,Spayed,Female
3,years,36,Pit Bull Mix,Black Brindle/White,,Spayed,Female
4,years,48,Pit Bull Mix,Blue/White,,Spayed,Female
10,years,120,Chihuahua Shorthair Mix,Tan,,Spayed,Female
7,years,84,Rat Terrier,Tricolor,,Spayed,Female
4,years,48,Boxer/Labrador Retriever,Black/White,,Neutered,Male
4,years,48,German Shepherd Mix,Black/Brown,,Neutered,Male
3,years,36,Chihuahua Shorthair Mix,Cream,,Spayed,Female
3,years,36,Canaan Dog/Pit Bull,Red/White,,Neutered,Male
3,years,36,Great Pyrenees/Australian Shepherd,White/Tricolor,,Neutered,Male
2,years,24,Pit Bull/Boxer,Tan/White,,Spayed,Female
2,years,24,Chow Chow Mix,Red,,Neutered,Male
4,years,48,Pit Bull Mix,Chocolate/White,,Neutered,Male
10,years,120,Labrador Retriever Mix,Black/White,,Intact,Female
2,years,24,American Pit Bull Terrier Mix,White/Brown,,Neutered,Male
4,years,48,Miniature Poodle Mix,Black,,Spayed,Female
2,years,24,Pointer/Pit Bull,White/Brown,,Spayed,Female
6,years,72,Border Collie Mix,White/Black,,Neutered,Male
3,years,36,Chihuahua Shorthair Mix,Black/Tan,,Spayed,Female
2,years,24,Labrador Retriever Mix,Tan,,Spayed,Female
2,years,24,Pit Bull Mix,Blue/White,,Intact,Male
12,years,144,Beagle,Tricolor,,Intact,Male
3,years,36,Miniature Poodle Mix,White,,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,Tan,,Spayed,Female
4,years,48,Pit Bull Mix,White/Brown,,Neutered,Male
4,years,48,Boxer,Brown Brindle/White,,Spayed,Female
2,years,24,Miniature Poodle Mix,White,,Neutered,Male
4,years,48,Miniature Poodle Mix,White,,Neutered,Male
5,years,60,Pit Bull Mix,Blue/White,,Neutered,Male
4,years,48,Pit Bull Mix,Blue,,Spayed,Female
6,years,72,Labrador Retriever Mix,Black,,Neutered,Male
7,years,84,Labrador Retriever Mix,Tricolor,,Spayed,Female
8,years,96,Pointer Mix,White/Liver,,Neutered,Male
8,years,96,Siberian Husky Mix,Black/Cream,,Spayed,Female
6,years,72,Labrador Retriever Mix,White/Tan,,Spayed,Female
2,years,24,Australian Cattle Dog Mix,Red Tick/White,,Intact,Male
4,years,48,Pit Bull Mix,Black/White,,Intact,Male
2,years,24,Pit Bull Mix,Brown/White,,Intact,Female
8,years,96,Siberian Husky/German Shepherd,Tan/White,,Spayed,Female
2,years,24,Pit Bull Mix,Blue/White,,Intact,Male
2,years,24,Labrador Retriever/Great Pyrenees,Red/White,,Neutered,Male
3,years,36,Miniature Pinscher Mix,Black/Tan,,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Tricolor,,Intact,Female
3,years,36,Pit Bull Mix,Fawn/White,,Intact,Female
6,years,72,Beagle/Rat Terrier,Tricolor,,Neutered,Male
15,years,180,Chinese Sharpei/Labrador Retriever,Brown/White,,Spayed,Female
3,years,36,Pit Bull Mix,Black,,Neutered,Male
2,years,24,American Bulldog Mix,White/Black,,Neutered,Male
5,years,60,Chihuahua Shorthair Mix,Tricolor,,Spayed,Female
3,years,36,St. Bernard Smooth Coat Mix,White/Tan,,Neutered,Male
6,years,72,Miniature Schnauzer Mix,Gray/White,,Neutered,Male
3,years,36,Golden Retriever Mix,Red,,Neutered,Male
5,years,60,Chihuahua Shorthair Mix,Tan/White,,Neutered,Male
2,years,24,Border Collie/Great Pyrenees,Black/White,,Spayed,Female
8,years,96,American Bulldog Mix,Black/White,,Neutered,Male
3,years,36,Lhasa Apso Mix,Black/White,,Neutered,Male
3,years,36,Pit Bull Mix,White/Brown,,Intact,Female
5,years,60,German Shepherd/Siberian Husky,Black/Cream,,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Tricolor,,Spayed,Female
3,years,36,Rat Terrier/Chihuahua Shorthair,Black/White,,Neutered,Male
4,years,48,Basset Hound/Australian Cattle Dog,Tricolor,,Neutered,Male
3,years,36,Maltese Mix,Black/White,,Spayed,Female
8,years,96,Dachshund Mix,Tan,,Spayed,Female
10,years,120,Pug Mix,Fawn/Black,,Neutered,Male
2,years,24,Labrador Retriever Mix,Buff,,Neutered,Male
4,years,48,Dachshund Mix,Tricolor,,Spayed,Female
2,years,24,Beagle Mix,Black/Tan,,Spayed,Female
7,years,84,Siberian Husky,Black/White,,Spayed,Female
4,years,48,English Bulldog Mix,White/Tan,,Neutered,Male
2,years,24,Pit Bull Mix,Blue,,Intact,Male
2,years,24,Shih Tzu,Apricot/Tricolor,,Spayed,Female
4,years,48,Labrador Retriever Mix,Black/White,,Neutered,Male
7,years,84,Pit Bull Mix,Brown/White,,Spayed,Female
2,years,24,Dachshund Mix,Black/Brown,,Spayed,Female
10,years,120,Chihuahua Shorthair Mix,Liver/Tan,,Intact,Male
2,years,24,Boxer/Pit Bull,Red/White,,Neutered,Male
4,years,48,Border Collie Mix,Black,,Spayed,Female
12,years,144,Labrador Retriever Mix,Black/White,,Neutered,Male
10,years,120,Shih Tzu,Black Brindle,,Spayed,Female
10,years,120,Golden Retriever Mix,Gold,,Neutered,Male
14,years,168,Australian Shepherd Mix,Brown/Tan,,Intact,Female
3,years,36,Pomeranian/Shetland Sheepdog,Tan/Black,,Neutered,Male
7,years,84,St. Bernard Rough Coat Mix,Red/White,,Neutered,Male
2,years,24,Whippet Mix,Brown Brindle,,Neutered,Male
3,years,36,Anatol Shepherd/Great Pyrenees,Tan/Black,,Spayed,Female
5,years,60,Labrador Retriever Mix,Black,,Intact,Female
2,years,24,Miniature Poodle Mix,Black/White,,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,Tan,,Unknown,
5,years,60,Chihuahua Shorthair Mix,Black/Tan,,Neutered,Male
3,years,36,Pit Bull Mix,Black Brindle,,Intact,Female
3,years,36,Pit Bull Mix,White/Tan,,Spayed,Female
3,years,36,Chihuahua Shorthair/Pug,Black/White,,Neutered,Male
3,years,36,Staffordshire Mix,Brown/White,,Spayed,Female
3,years,36,Chihuahua Longhair Mix,Brown/White,,Neutered,Male
5,years,60,Chihuahua Shorthair Mix,White/Tan,,Spayed,Female
0,years,0,Beagle/Chihuahua Shorthair,White,,Intact,Female
5,years,60,Chihuahua Shorthair Mix,Brown,,Neutered,Male
2,years,24,Dogo Argentino Mix,White/Black,,Intact,Male
8,years,96,Pit Bull Mix,White/Tan,,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,White/Brown Brindle,,Spayed,Female
5,years,60,Miniature Schnauzer Mix,Silver/Black,,Spayed,Female
2,years,24,Boxer Mix,Brown,,Intact,Female
6,years,72,Chihuahua Shorthair,White/Brown,,Intact,Male
8,years,96,Chihuahua Shorthair Mix,Chocolate/White,,Spayed,Female
10,years,120,Miniature Schnauzer Mix,Gray/Tan,,Intact,Female
8,years,96,Chinese Crested Mix,Black/White,,Neutered,Male
2,years,24,Beagle Mix,White/Brown,,Neutered,Male
2,years,24,American Bulldog/Pit Bull,White,,Neutered,Male
13,years,156,Labrador Retriever Mix,Black,,Spayed,Female
2,years,24,Pit Bull Mix,Tan/White,,Neutered,Male
8,years,96,German Shepherd Mix,Black,,Neutered,Male
2,years,24,Pit Bull,Blue/White,,Spayed,Female
2,years,24,Pit Bull Mix,Black/White,,Intact,Male
4,years,48,American Bulldog Mix,White/Brown Brindle,,Neutered,Male
2,years,24,Pit Bull,Chocolate,,Spayed,Female
7,years,84,Labrador Retriever Mix,Black/White,,Neutered,Male
16,years,192,Miniature Schnauzer Mix,Black/Gray,,Spayed,Female
2,years,24,Labrador Retriever/Australian Shepherd,Black/White,,Neutered,Male
2,years,24,Labrador Retriever/German Shorthair Pointer,Tan,,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,Buff,,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Black,,Spayed,Female
3,years,36,Labrador Retriever Mix,Brown/White,,Neutered,Male
11,years,132,Miniature Schnauzer,Black,,Neutered,Male
3,years,36,German Shepherd Mix,Black,,Intact,Male
3,years,36,Labrador Retriever Mix,Black/White,,Neutered,Male
3,years,36,German Shepherd Mix,Sable,,Neutered,Male
2,years,24,Dachshund Mix,Brown/White,,Spayed,Female
10,years,120,Chihuahua Shorthair Mix,Tan,,Intact,Male
8,years,96,Chihuahua Longhair Mix,Brown/Black,,Neutered,Male
3,years,36,Border Terrier Mix,White/Brown,,Neutered,Male
2,years,24,Dachshund Mix,Red,,Neutered,Male
12,years,144,Chihuahua Shorthair Mix,Tan,,Spayed,Female
5,years,60,Labrador Retriever Mix,Black/White,,Intact,Male
2,years,24,Labrador Retriever Mix,Black/White,,Neutered,Male
6,years,72,Boxer Mix,Fawn/White,,Intact,Female
4,years,48,Australian Shepherd Mix,Tricolor,,Neutered,Male
5,years,60,Rottweiler Mix,Black/Tan,,Spayed,Female
10,years,120,German Shepherd Mix,Brown/Black,,Spayed,Female
6,years,72,Chihuahua Shorthair Mix,Brown,,Neutered,Male
2,years,24,Chihuahua Shorthair Mix,White/Brown,,Neutered,Male
7,years,84,Lhasa Apso/Border Terrier,Tan,,Neutered,Male
2,years,24,Pit Bull Mix,Brown Brindle/White,,Intact,Male
13,years,156,Black/Tan Hound,Black/Tan,,Intact,Female
2,years,24,Pit Bull Mix,Tan/White,,Spayed,Female
6,years,72,Labrador Retriever Mix,Black/White,,Neutered,Male
9,years,108,Rottweiler,Black/Tan,,Spayed,Female
8,years,96,Chihuahua Shorthair Mix,Tan,,Neutered,Male
2,years,24,Flat Coat Retriever Mix,Black,,Spayed,Female
2,years,24,German Shepherd Mix,Black/Brown,,Neutered,Male
10,years,120,Catahoula/Chinese Sharpei,White/Tan,,Intact,Male
3,years,36,Australian Cattle Dog Mix,Blue Merle,,Spayed,Female
13,years,156,Labrador Retriever Mix,Cream,,Neutered,Male
2,years,24,Black/Tan Hound Mix,Black/Brown,,Spayed,Female
5,years,60,Chihuahua Shorthair Mix,Black/Tan,,Intact,Female
3,years,36,Labrador Retriever Mix,White,,Neutered,Male
6,years,72,Yorkshire Terrier,Brown/Black,,Neutered,Male
2,years,24,Black Mouth Cur Mix,Fawn/White,,Spayed,Female
2,years,24,Boxer Mix,Brown Brindle/White,,Intact,Male
2,years,24,Lhasa Apso Mix,White/White,,Neutered,Male
2,years,24,Cocker Spaniel,Liver/White,,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,Black/Tan,,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,White/Brown,,Spayed,Female
3,years,36,Staffordshire Mix,Brown,,Spayed,Female
5,years,60,Chihuahua Shorthair Mix,Tan/Black,,Spayed,Female
2,years,24,Pit Bull Mix,White/Chocolate,,Neutered,Male
2,years,24,Australian Cattle Dog Mix,White/Brown,,Spayed,Female
2,years,24,Pit Bull Mix,Blue,,Intact,Female
5,years,60,Miniature Poodle,Tan,,Neutered,Male
3,years,36,Pointer,Brown Brindle/White,,Spayed,Female
2,years,24,Chihuahua Shorthair Mix,Black/Tan,,Neutered,Male
2,years,24,Beagle,Tricolor,,Spayed,Female
4,years,48,Chihuahua Shorthair Mix,Tricolor,,Spayed,Female
9,years,108,Miniature Poodle Mix,White,,Neutered,Male
3,years,36,Chihuahua Shorthair Mix,Black/White,,Spayed,Female
0,years,0,Beagle/Chihuahua Shorthair,White,,Intact,Female
8,years,96,Chihuahua Shorthair Mix,Tan/White,,Neutered,Male
2,years,24,Pit Bull Mix,Red/White,,Neutered,Male
9,years,108,Great Pyrenees/Pit Bull,Tan,,Neutered,Male
3,years,36,Miniature Schnauzer,Silver,,Neutered,Male
2,years,24,Pit Bull Mix,Black Brindle/White,,Neutered,Male
3,years,36,Australian Cattle Dog/Pit Bull,Black Brindle/White,,Neutered,Male
10,years,120,Miniature Schnauzer Mix,Silver,,Spayed,Female
14,years,168,Miniature Pinscher,Black/Tan,,Intact,Male
3,years,36,Lhasa Apso Mix,Black,,Spayed,Female
2,years,24,Pit Bull Mix,Blue/White,,Intact,Male
10,years,120,Rhod Ridgeback/Labrador Retriever,Black,,Neutered,Male
6,years,72,Chihuahua Shorthair Mix,Black/White,,Spayed,Female
2,years,24,Rhod Ridgeback/Labrador Retriever,Brown/White,,Neutered,Male
3,years,36,Boxer/Greyhound,White/Brown Brindle,,Spayed,Female
3,years,36,American Bulldog/Boxer,Brown,,Neutered,Male
2,years,24,Pit Bull/Boxer,Red/White,,Spayed,Female
2,years,24,French Bulldog,Tan/White,,Neutered,Male
9,years,108,Rat Terrier Mix,Tricolor,,Neutered,Male
12,years,144,Chihuahua Shorthair Mix,White/Gray,,Spayed,Female
11,years,132,Siberian Husky,Red/White,,Spayed,Female
4,years,48,Whippet/Treeing Cur,Brown Brindle/White,,Spayed,Female
2,years,24,Queensland Heeler Mix,White/Red,,Neutered,Male
8,years,96,Boston Terrier,Black/White,,Neutered,Male
2,years,24,Boxer Mix,Red/Black,,Spayed,Female
3,years,36,Labrador Retriever Mix,Black/White,,Spayed,Female
13,years,156,Miniature Poodle Mix,Black,,Spayed,Female
4,years,48,Australian Cattle Dog Mix,Blue Merle,,Spayed,Female
2,years,24,Maltese/Miniature Poodle,White,,Neutered,Male
2,years,24,Chinese Sharpei/American Staffordshire Terrier,White/Blue,,Spayed,Female
8,years,96,Rottweiler Mix,Black/Tan,,Intact,Male
4,years,48,Boxer Mix,Red,,Intact,Female
2,years,24,American Bulldog Mix,White,,Spayed,Female
4,years,48,Chihuahua Shorthair Mix,White,,Intact,Female
13,years,156,Pit Bull,Blue,,Intact,Male
12,years,144,Boxer Mix,Apricot,,Neutered,Male
2,years,24,Manchester Terrier Mix,Black/Tan,,Spayed,Female
2,years,24,Labrador Retriever Mix,Black,,Spayed,Female
2,years,24,Jack Russell Terrier Mix,Brown/White,,Neutered,Male
2,years,24,Australian Cattle Dog/Jack Russell Terrier,White/Brown,,Intact,Male
3,years,36,Rottweiler Mix,Black/Tan,,Spayed,Female
2,years,24,Dachshund Mix,Brown/White,,Spayed,Female
3,years,36,Chihuahua Shorthair Mix,White/Brown,,Neutered,Male
4,years,48,Chihuahua Shorthair Mix,Tan,,Neutered,Male
2,years,24,Basset Hound Mix,White/Brown,,Spayed,Female
