Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex
24,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
108,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male
72,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
108,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Chocolate/Brown Brindle,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Tan/Black,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
120,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Yellow Brindle,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Cream,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
72,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,White/Red,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
108,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Tan/Black,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Blue/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Cream/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Brown Brindle,Adoption,Positive,Neutered,Male
72,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Yellow,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
120,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
156,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
72,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male
120,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
72,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Chocolate/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Cream,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Chocolate/Tan,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Yellow,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Brown/Tricolor,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Tricolor/White,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Red/Black,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male
108,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Cream/White,Adoption,Positive,Neutered,Male
48,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male
72,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Gold,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
120,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male
180,Chihuahua Shorthair Mix,,Tan/Black,Adoption,Positive,Neutered,Male
36,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Black/Cream,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,Blue/White,Adoption,Positive,Neutered,Male
60,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Neutered,Male
84,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male
72,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male
96,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male
24,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Neutered,Male
1,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
1,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
1,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
1,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
1,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
1,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
1,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
1,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
1,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
1,Chihuahua Shorthair Mix,,Sable/Buff,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
3,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
7,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Yellow Brindle/White,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
3,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
3,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Chocolate/Tan,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,White/Brown Brindle,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female
3,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
3,Chihuahua Shorthair Mix,,Tan/Black,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
3,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
3,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
9,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Yellow,Adoption,Positive,Spayed,Female
3,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female
6,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
6,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Chocolate,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Cream/White,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
7,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Chocolate,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
7,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
3,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Spayed,Female
11,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Spayed,Female
6,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
8,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
5,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
11,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
4,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
2,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
10,Chihuahua Shorthair Mix,,Brown Brindle,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Blue/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Yellow/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Chocolate/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female
12,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female
