CSV_Age,Day_mth_year_cat,Pet_ageMonths,AnimalID,AnimalType,Breed,Color,DateTime,ID,Pet_Name,Outcome_Subtype,Outcome_Type,Pet_Sex
1,year,12.00,A680479,Dog,Boxer Mix,Black/White,22/6/2014 18:50,,Magpie,,Adoption,Spayed Female
1,year,12.00,A719129,Dog,Australian Shepherd Mix,Tricolor,18/1/2016 18:27,,Wesson,,Adoption,Neutered Male
1,year,12.00,A672383,Dog,Pit Bull/Chinese Sharpei,White/Blue Cream,15/2/2014 11:43,,Yayo,Aggressive,Euthanasia,Intact Male
1,year,12.00,A697810,Dog,Australian Kelpie/Finnish Spitz,Red/White,5/5/2015 19:05,,Sparrow,,Adoption,Neutered Male
1,year,12.00,A712560,Dog,Pit Bull Mix,Brown,16/10/2015 16:57,,Cocoa,,Adoption,Spayed Female
1,year,12.00,A665883,Dog,Chihuahua Shorthair Mix,White/Tan,28/10/2013 15:49,,Betty,Partner,Transfer,Intact Female
1,year,12.00,A696681,Dog,Chihuahua Shorthair Mix,Brown,10/2/2015 12:16,,,Partner,Transfer,Unknown
1,year,12.00,A674151,Dog,Miniature Pinscher Mix,Black/Tan,17/3/2014 17:19,,Sookie,,Adoption,Spayed Female
1,year,12.00,A687248,Dog,Miniature Schnauzer/Miniature Poodle,Gray,3/9/2014 13:51,,Tiki,Partner,Transfer,Spayed Female
1,year,12.00,A693506,Dog,Pit Bull Mix,Blue/White,10/12/2014 11:37,,Maggie,,Return_to_owner,Spayed Female
1,year,12.00,A709946,Dog,German Shepherd/Siberian Husky,White/Black,22/8/2015 19:18,,Aleman,,Adoption,Neutered Male
1,year,12.00,A682728,Dog,Siberian Husky/German Shepherd,Red/White,19/7/2014 17:10,,Bear,,Adoption,Neutered Male
1,year,12.00,A687675,Dog,Australian Cattle Dog Mix,Brown/White,13/9/2014 14:54,,Keegan,,Adoption,Neutered Male
1,year,12.00,A697891,Dog,Chihuahua Shorthair Mix,Black,16/3/2015 17:38,,Velvet,Foster,Adoption,Spayed Female
1,year,12.00,A715954,Dog,Pit Bull Mix,Black,12/11/2015 15:10,,,Suffering,Euthanasia,Intact Male
1,year,12.00,A710040,Dog,Chihuahua Shorthair Mix,Black/White,12/9/2015 14:04,,Lopez,Partner,Transfer,Neutered Male
1,year,12.00,A692942,Dog,Great Pyrenees Mix,White,29/12/2015 13:54,,Popcornpeter,,Return_to_owner,Neutered Male
1,year,12.00,A664464,Dog,Dachshund Longhair Mix,Tan,10/10/2013 16:59,,,Partner,Transfer,Intact Male
1,year,12.00,A665622,Dog,Old English Sheepdog,Gray/White,24/10/2013 17:34,,,Partner,Transfer,Spayed Female
1,year,12.00,A648044,Dog,Labrador Retriever Mix,Black,3/4/2014 15:37,,Dori,,Adoption,Spayed Female
1,year,12.00,A671216,Dog,Chihuahua Longhair/Dachshund,Tricolor,26/1/2014 17:55,,Ollie,,Adoption,Neutered Male
1,year,12.00,A666923,Dog,Dachshund/Chihuahua Shorthair,Sable,17/11/2013 14:14,,Nina,Partner,Transfer,Spayed Female
1,year,12.00,A680711,Dog,Catahoula,Brown Merle,7/7/2014 17:04,,Enyo,,Adoption,Neutered Male
1,year,12.00,A703287,Dog,Australian Kelpie Mix,Red,30/6/2015 13:09,,Reuben,Partner,Transfer,Neutered Male
1,year,12.00,A679381,Dog,Chihuahua Shorthair/Dachshund,Tan/White,7/2/2015 11:24,,Cola,,Return_to_owner,Intact Male
1,year,12.00,A681387,Dog,Pit Bull Mix,Blue/White,16/6/2014 18:40,,King,,Return_to_owner,Intact Male
1,year,12.00,A712278,Dog,Chihuahua Shorthair Mix,Black/Tan,25/9/2015 14:31,,Eddie,,Return_to_owner,Neutered Male
1,year,12.00,A661250,Dog,Pit Bull Mix,Black/White,14/11/2013 14:17,,Rex,,Adoption,Neutered Male
1,year,12.00,A691619,Dog,Labrador Retriever/Black Mouth Cur,Sable,7/12/2014 18:56,,Sam,,Adoption,Neutered Male
1,year,12.00,A705810,Dog,Catahoula Mix,Brown Merle,28/6/2015 17:10,,Lucy,,Adoption,Spayed Female
1,year,12.00,A665650,Dog,Chow Chow/Basset Hound,Red,28/10/2013 15:32,,,Partner,Transfer,Spayed Female
1,year,12.00,A697486,Dog,Pug Mix,Tan/Black,10/3/2015 16:30,,Franklin,Partner,Transfer,Neutered Male
1,year,12.00,A662735,Dog,Border Collie/Labrador Retriever,Black/White,26/1/2014 12:24,,Linux,,Adoption,Neutered Male
1,year,12.00,A676490,Dog,Pit Bull Mix,Brown Brindle/White,15/4/2014 14:05,,Sarah,,Adoption,Intact Female
1,year,12.00,A656539,Dog,Plott Hound,Brown Brindle/White,10/1/2014 13:14,,Pepper,,Adoption,Spayed Female
1,year,12.00,A674526,Dog,Basenji Mix,Red,30/3/2014 12:00,,Chico,,Adoption,Neutered Male
1,year,12.00,A676785,Dog,Chihuahua Shorthair/Pug,Buff/White,26/4/2014 19:02,,Mags,,Adoption,Spayed Female
1,year,12.00,A718280,Dog,Mastiff Mix,Brown Brindle,30/12/2015 15:09,,Baby,,Return_to_owner,Intact Female
1,year,12.00,A710638,Dog,Chihuahua Shorthair Mix,Buff,3/9/2015 17:32,,Lucas,,Return_to_owner,Neutered Male
1,year,12.00,A699529,Dog,Pit Bull Mix,Tan/White,12/4/2015 17:09,,Keyshia,,Return_to_owner,Spayed Female
1,year,12.00,A665319,Dog,Anatol Shepherd Mix,Tan/White,22/10/2013 17:09,,Oberon,,Adoption,Neutered Male
1,year,12.00,A673170,Dog,Australian Kelpie Mix,Brown Brindle,1/3/2014 18:26,,Ash,,Adoption,Neutered Male
1,year,12.00,A677071,Dog,Rhod Ridgeback Mix,Black/Tan,14/10/2014 15:17,,June,Partner,Transfer,Spayed Female
1,year,12.00,A698298,Dog,Labrador Retriever Mix,Tan,15/3/2015 14:08,,Parsnip,,Adoption,Neutered Male
1,year,12.00,A701678,Dog,Chihuahua Shorthair Mix,Tan/Black,23/5/2015 14:07,,Brownie Jr,Partner,Transfer,Neutered Male
1,year,12.00,A717017,Dog,Flat Coat Retriever Mix,Black/White,11/12/2015 15:32,,Brenna,,Adoption,Intact Female
1,year,12.00,A672742,Dog,Chihuahua Shorthair Mix,Black,20/2/2014 13:40,,,Partner,Transfer,Intact Female
1,year,12.00,A702905,Dog,Anatol Shepherd,Tan/White,27/5/2015 12:30,,Tink,Partner,Transfer,Spayed Female
1,year,12.00,A671349,Dog,Chihuahua Shorthair/Dachshund,Brown/White,22/2/2014 14:27,,Ladybug,Partner,Transfer,Spayed Female
1,year,12.00,A698388,Dog,Dachshund/Chihuahua Shorthair,Red/White,15/3/2015 13:06,,Pretzel,Partner,Transfer,Spayed Female
1,year,12.00,A682186,Dog,Australian Cattle Dog/Catahoula,Red/White,18/9/2014 17:15,,Ben,,Adoption,Neutered Male
1,year,12.00,A665572,Dog,Great Pyrenees Mix,White,24/10/2013 11:11,,,Partner,Transfer,Neutered Male
1,year,12.00,A703349,Dog,Chihuahua Shorthair Mix,Black/Brown,13/6/2015 13:16,,Jesse,,Adoption,Neutered Male
1,year,12.00,A688904,Dog,German Shepherd Mix,Tan/White,4/12/2014 17:22,,Flicker,Partner,Transfer,Spayed Female
1,year,12.00,A666806,Dog,Pit Bull Mix,White,17/11/2013 17:37,,Ice,,Adoption,Neutered Male
1,year,12.00,A679791,Dog,Lhasa Apso/Shih Tzu,White/Tan,30/5/2014 15:17,,Jemina,Partner,Transfer,Intact Female
1,year,12.00,A665757,Dog,Dachshund/Beagle,Red/White,26/10/2013 17:20,,,Partner,Transfer,Neutered Male
1,year,12.00,A667753,Dog,Dachshund/Chihuahua Shorthair,Brown,22/12/2013 19:32,,Dexter,,Adoption,Neutered Male
1,year,12.00,A719605,Dog,Pit Bull Mix,Blue/White,7/2/2016 14:04,,Sable,,Adoption,Spayed Female
1,year,12.00,A696961,Dog,Lhasa Apso,White/Cream,18/2/2015 18:51,,Wyatt,,Return_to_owner,Neutered Male
1,year,12.00,A667487,Dog,Bloodhound Mix,Black/Brown,3/11/2014 11:22,,Daisy,,Return_to_owner,Spayed Female
1,year,12.00,A716921,Dog,Labrador Retriever Mix,Tan/White,31/12/2015 11:18,,Lucy,Foster,Adoption,Spayed Female
1,year,12.00,A719251,Dog,Pit Bull Mix,White/Blue,14/2/2016 13:26,,Abigail,,Adoption,Spayed Female
1,year,12.00,A693835,Dog,Border Collie/Standard Schnauzer,Black/White,4/1/2015 12:21,,Eddie,,Adoption,Neutered Male
1,year,12.00,A678496,Dog,Chihuahua Shorthair Mix,Sable,9/5/2014 18:05,,Chloe,Partner,Transfer,Intact Female
1,year,12.00,A718468,Dog,Chihuahua Shorthair Mix,White,4/1/2016 17:39,,Scotty,,Adoption,Neutered Male
1,year,12.00,A692080,Dog,Wire Hair Fox Terrier Mix,Yellow/White,18/11/2014 13:27,,,Partner,Transfer,Intact Female
1,year,12.00,A680171,Dog,Chihuahua Shorthair Mix,Tan/White,3/6/2014 19:03,,Rupert,,Adoption,Neutered Male
1,year,12.00,A687224,Dog,German Shepherd,Brown/Black,2/9/2014 14:45,,Beau,,Return_to_owner,Intact Male
1,year,12.00,A713957,Dog,Field Spaniel Mix,Black,17/10/2015 18:28,,Olaf,,Adoption,Neutered Male
1,year,12.00,A720665,Dog,Basset Hound Mix,Tricolor,17/2/2016 17:04,,Hambone,,Return_to_owner,Neutered Male
1,year,12.00,A713562,Dog,Staffordshire Mix,Black/White,7/11/2015 12:16,,Gracie,,Adoption,Spayed Female
1,year,12.00,A704657,Dog,Black Mouth Cur Mix,Brown,5/7/2015 17:57,,Trudy,,Adoption,Spayed Female
1,year,12.00,A667401,Dog,Chihuahua Shorthair Mix,Tan,27/11/2013 14:33,,Posie,Partner,Transfer,Spayed Female
1,year,12.00,A716006,Dog,Pointer/Labrador Retriever,White/Brown,16/11/2015 16:36,,Snoopy,,Return_to_owner,Neutered Male
1,year,12.00,A695171,Dog,Chihuahua Shorthair Mix,Tan/White,18/1/2015 19:24,,Dallas,Offsite,Adoption,Neutered Male
1,year,12.00,A681603,Dog,Labrador Retriever Mix,Black/White,6/7/2014 18:06,,Emma,,Adoption,Spayed Female
1,year,12.00,A666502,Dog,American Staffordshire Terrier Mix,Blue/White,12/11/2013 18:06,,,,Adoption,Neutered Male
1,year,12.00,A689317,Dog,Airedale Terrier Mix,Black/Tan,9/10/2014 14:37,,Freddie,,Adoption,Neutered Male
1,year,12.00,A705835,Dog,German Shepherd/Labrador Retriever,Brown,29/6/2015 17:49,,Kawhi,,Adoption,Neutered Male
1,year,12.00,A713457,Dog,Bull Terrier/Boxer,Brown Brindle/White,7/11/2015 0:00,,Hiram,Partner,Transfer,Neutered Male
1,year,12.00,A696612,Dog,Dachshund/Beagle,Tan/White,12/2/2015 18:20,,Freddy,,Adoption,Neutered Male
1,year,12.00,A673422,Dog,Pit Bull Mix,Brown Brindle/White,29/5/2014 13:12,,Cujo,Aggressive,Euthanasia,Intact Male
1,year,12.00,A692327,Dog,Labrador Retriever Mix,Tan/White,4/1/2016 17:10,,Allie,,Return_to_owner,Spayed Female
1,year,12.00,A678555,Dog,Rottweiler,Black/Brown,15/5/2014 17:53,,Mary Jo,Partner,Transfer,Spayed Female
1,year,12.00,A669422,Dog,Pit Bull Mix,Blue/White,18/1/2014 16:49,,Tigger,,Adoption,Neutered Male
1,year,12.00,A668624,Dog,Miniature Schnauzer Mix,Black/Tan,13/7/2014 15:26,,Chucho,,Adoption,Neutered Male
1,year,12.00,A682809,Dog,Siberian Husky Mix,Black/White,7/7/2014 17:55,,,,Adoption,Spayed Female
1,year,12.00,A718664,Dog,West Highland Mix,White/Tan,7/1/2016 18:41,,Cory,,Return_to_owner,Neutered Male
1,year,12.00,A713572,Dog,Pit Bull/Basset Hound,Brown Brindle,21/10/2015 11:39,,Seven,,Adoption,Spayed Female
1,year,12.00,A716413,Dog,Picardy Sheepdog Mix,Cream,24/11/2015 18:52,,Marcel,,Adoption,Neutered Male
1,year,12.00,A671512,Dog,Labrador Retriever Mix,Brown,8/2/2014 12:23,,Dipper,,Adoption,Spayed Female
1,year,12.00,A677189,Dog,Labrador Retriever Mix,Tan/White,30/12/2015 14:00,,Luna,,Adoption,Spayed Female
1,year,12.00,A668881,Dog,Catahoula Mix,Brown Merle/White,12/12/2013 17:36,,Ford,,Return_to_owner,Neutered Male
1,year,12.00,A646234,Dog,Maltese/Miniature Poodle,White,8/10/2014 11:08,,Tee Nine E,Partner,Transfer,Spayed Female
1,year,12.00,A646914,Dog,Pembroke Welsh Corgi/Brittany,Black/White,28/1/2014 8:46,,Jasper,In Kennel,Died,Neutered Male
1,year,12.00,A718077,Dog,Labrador Retriever Mix,Black,27/12/2015 14:29,,Kaiser,,Adoption,Neutered Male
1,year,12.00,A713033,Dog,Labrador Retriever/Pit Bull,Blue/White,17/10/2015 18:17,,Tank,,Adoption,Neutered Male
1,year,12.00,A695933,Dog,German Wirehaired Pointer Mix,Brown/White,29/1/2015 18:44,,Canelo,,Return_to_owner,Neutered Male
1,year,12.00,A688937,Dog,Golden Retriever Mix,Yellow,10/10/2014 16:31,,Meggy,,Adoption,Spayed Female
1,year,12.00,A719912,Dog,Rottweiler Mix,Black/Brown,30/1/2016 15:35,,Shipley,,Return_to_owner,Intact Female
1,year,12.00,A697995,Dog,German Shepherd Mix,White,12/4/2015 16:15,,Oracle,Partner,Transfer,Spayed Female
1,year,12.00,A688431,Dog,Labrador Retriever Mix,Yellow,23/9/2014 18:19,,Jaxson,,Return_to_owner,Neutered Male
1,year,12.00,A674731,Dog,Dachshund Mix,Brown Brindle/White,22/3/2014 18:04,,Lola,,Adoption,Spayed Female
1,year,12.00,A700846,Dog,Pit Bull Mix,White/Chocolate,10/8/2015 16:58,,Cosmo,,Adoption,Neutered Male
1,year,12.00,A718871,Dog,Rat Terrier,Tricolor,9/1/2016 17:31,,Xena,,Return_to_owner,Spayed Female
1,year,12.00,A706164,Dog,Pit Bull Mix,Blue,30/6/2015 11:20,,Autumn,Partner,Transfer,Intact Male
1,year,12.00,A715788,Dog,Siberian Husky,White/Gray,18/1/2016 16:14,,Wolf,,Adoption,Neutered Male
1,year,12.00,A697062,Dog,Plott Hound Mix,Brown Brindle/White,21/2/2015 18:31,,Cash,Partner,Transfer,Neutered Male
1,year,12.00,A676424,Dog,Chihuahua Shorthair Mix,Brown,28/4/2015 17:19,,Bossette,,Return_to_owner,Spayed Female
1,year,12.00,A710286,Dog,Swedish Vallhund Mix,Sable,24/8/2015 18:56,,Penny,,Adoption,Spayed Female
1,year,12.00,A664940,Dog,Pit Bull Mix,White,2/12/2013 14:46,,Laika,Aggressive,Euthanasia,Spayed Female
1,year,12.00,A681854,Dog,Chihuahua Shorthair Mix,Black/Tan,26/6/2014 8:59,,Chingon,Partner,Transfer,Neutered Male
1,year,12.00,A720110,Dog,Pit Bull Mix,Brown Brindle,15/2/2016 13:06,,Bronx,,Adoption,Neutered Male
1,year,12.00,A663134,Dog,Queensland Heeler Mix,Blue Merle,18/12/2013 12:29,,Lobo,,Adoption,Neutered Male
1,year,12.00,A697713,Dog,Labrador Retriever/Black Mouth Cur,Tan/White,15/11/2015 12:39,,Rambo,,Return_to_owner,Neutered Male
1,year,12.00,A670076,Dog,Pit Bull Mix,Blue/White,31/1/2014 18:25,,Apollo,,Adoption,Neutered Male
1,year,12.00,A716144,Dog,Cairn Terrier Mix,Tan,16/11/2015 19:08,,Winifred,,Return_to_owner,Spayed Female
1,year,12.00,A716897,Dog,Great Pyrenees Mix,White,2/12/2015 19:02,,Lucy,,Adoption,Spayed Female
1,year,12.00,A696482,Dog,Bull Terrier Mix,White,9/2/2015 17:31,,,Partner,Transfer,Neutered Male
1,year,12.00,A710635,Dog,Chihuahua Shorthair Mix,Fawn/White,1/9/2015 0:00,,Wally,Partner,Transfer,Neutered Male
1,year,12.00,A670329,Dog,Chihuahua Shorthair Mix,Black,6/1/2014 11:09,,Bean,,Return_to_owner,Intact Male
1,year,12.00,A675866,Dog,Dachshund Mix,Red,16/4/2014 17:06,,Chico,,Adoption,Neutered Male
1,year,12.00,A685573,Dog,Redbone Hound Mix,Tan/White,21/8/2014 14:37,,Lucas,,Adoption,Neutered Male
1,year,12.00,A719527,Dog,Pit Bull Mix,Blue/White,1/2/2016 17:08,,Cain,,Return_to_owner,Intact Male
1,year,12.00,A718955,Dog,Pomeranian,Brown,15/1/2016 19:04,,Scrappy,,Return_to_owner,Neutered Male
1,year,12.00,A719114,Dog,Chihuahua Longhair Mix,Brown/White,17/1/2016 19:00,,Romeo,,Adoption,Neutered Male
1,year,12.00,A716818,Dog,German Shepherd Mix,Brown,6/12/2015 18:02,,Hudson,Partner,Transfer,Neutered Male
1,year,12.00,A679917,Dog,Anatol Shepherd Mix,Cream,21/6/2014 14:57,,Mo Mo,,Adoption,Spayed Female
1,year,12.00,A643536,Dog,Whippet Mix,Black/White,7/10/2013 13:11,,Herrod,Partner,Transfer,Neutered Male
1,year,12.00,A664631,Dog,Siberian Husky Mix,White,7/10/2013 14:24,,Moon Shadow,,Return_to_owner,Intact Female
1,year,12.00,A667356,Dog,Staffordshire Mix,Blue/White,17/11/2013 12:06,,Bella,,Return_to_owner,Intact Female
1,year,12.00,A713267,Dog,Labrador Retriever Mix,Tan,9/10/2015 17:02,,Friday,,Adoption,Neutered Male
1,year,12.00,A674387,Dog,Chihuahua Shorthair Mix,Brown/Tan,13/3/2014 19:13,,Pulgi,,Return_to_owner,Intact Male
1,year,12.00,A691586,Dog,Pit Bull Mix,Tan/White,24/12/2014 17:33,,Cassidy,Partner,Transfer,Spayed Female
1,year,12.00,A702338,Dog,Basenji/Chihuahua Shorthair,Tan/White,16/5/2015 18:29,,Sparks,,Adoption,Neutered Male
1,year,12.00,A689871,Dog,Chihuahua Shorthair Mix,Chocolate/White,27/12/2014 16:14,,Mocha,,Adoption,Neutered Male
1,year,12.00,A685211,Dog,Australian Kelpie Mix,Tan,17/8/2014 11:30,,Myka,,Adoption,Spayed Female
1,year,12.00,A672012,Dog,Pug/Chihuahua Shorthair,Tan/White,13/2/2014 16:36,,Marty,Partner,Transfer,Neutered Male
1,year,12.00,A697665,Dog,Chihuahua Shorthair Mix,Tan,14/3/2015 12:49,,Canelo,,Adoption,Neutered Male
1,year,12.00,A690234,Dog,Chihuahua Shorthair/Dachshund,Chocolate/Tan,1/2/2015 18:15,,Hershey,,Return_to_owner,Neutered Male
1,year,12.00,A653028,Dog,Chihuahua Shorthair Mix,Black,11/11/2013 12:22,,Miss Black,Partner,Transfer,Spayed Female
1,year,12.00,A677748,Dog,Chihuahua Shorthair Mix,Red/White,4/5/2014 18:24,,,,Adoption,Spayed Female
1,year,12.00,A710438,Dog,Boxer Mix,Tan/White,27/8/2015 18:01,,,,Adoption,Spayed Female
1,year,12.00,A696840,Dog,Pit Bull Mix,Brown Brindle/White,23/2/2015 11:10,,,Partner,Transfer,Intact Female
1,year,12.00,A666954,Dog,Pharaoh Hound Mix,Brown,7/12/2013 16:47,,Rufus,,Adoption,Neutered Male
1,year,12.00,A661838,Dog,Labrador Retriever Mix,Black/White,13/12/2013 15:54,,Roscoe,,Adoption,Neutered Male
1,year,12.00,A704880,Dog,Pit Bull/Labrador Retriever,Brown/White,9/9/2015 12:55,,Reuben,Partner,Transfer,Neutered Male
1,year,12.00,A700096,Dog,Chihuahua Shorthair Mix,Chocolate/Tan,18/4/2015 18:12,,Jax,,Adoption,Neutered Male
1,year,12.00,A680906,Dog,Yorkshire Terrier Mix,Black/Tan,17/6/2014 13:26,,Barney,Partner,Transfer,Neutered Male
1,year,12.00,A697621,Dog,Australian Kelpie Mix,Red/White,18/3/2015 14:46,,Todd,,Adoption,Neutered Male
1,year,12.00,A675669,Dog,Queensland Heeler Mix,Blue Merle/Tan,6/4/2014 12:37,,,,Adoption,Spayed Female
1,year,12.00,A669416,Dog,Canaan Dog/Pit Bull,Tan/White,27/12/2013 15:31,,Espana,Aggressive,Euthanasia,Spayed Female
1,year,12.00,A696524,Dog,Beauceron Mix,Black/Brown,14/12/2015 18:10,,Bertrand,Foster,Adoption,Neutered Male
1,year,12.00,A700574,Dog,Australian Cattle Dog Mix,Red Merle/White,16/2/2016 13:06,,Jersey,,Adoption,Neutered Male
1,year,12.00,A673106,Dog,Yorkshire Terrier Mix,Tan/Black,6/3/2014 17:17,,Ronnie,,Adoption,Neutered Male
1,year,12.00,A697337,Dog,Jack Russell Terrier Mix,White/Brown,3/3/2015 11:29,,Gizmo,,Return_to_owner,Intact Male
1,year,12.00,A719185,Dog,Pointer Mix,White/Black,15/2/2016 14:39,,Betty,,Adoption,Spayed Female
1,year,12.00,A698701,Dog,Whippet/Jack Russell Terrier,White/Brown,20/3/2015 13:59,,,,Adoption,Spayed Female
1,year,12.00,A700376,Dog,German Shepherd Mix,Black,9/5/2015 19:05,,Luna,,Adoption,Spayed Female
1,year,12.00,A673232,Dog,German Shepherd Mix,Black/Tan,29/12/2014 7:12,,King,,Adoption,Neutered Male
1,year,12.00,A665737,Dog,Dachshund Wirehair/Miniature Schnauzer,Black/Silver,31/10/2013 17:48,,Milo,,Adoption,Neutered Male
1,year,12.00,A700089,Dog,Australian Cattle Dog Mix,Red Tick,8/4/2015 18:21,,Red,,Return_to_owner,Neutered Male
1,year,12.00,A690084,Dog,Border Collie/Labrador Retriever,Black/White,20/10/2014 13:06,,Dodger,Partner,Transfer,Intact Male
1,year,12.00,A673779,Dog,Anatol Shepherd Mix,Tan/Black,13/3/2014 13:15,,Ron,,Adoption,Neutered Male
1,year,12.00,A719857,Dog,Pit Bull Mix,White/Black,1/2/2016 18:09,,Mamas,,Return_to_owner,Intact Female
1,year,12.00,A716101,Dog,Yorkshire Terrier/Chihuahua Longhair,White/Tan,21/11/2015 17:23,,Mickey,,Adoption,Neutered Male
1,year,12.00,A696779,Dog,Australian Cattle Dog/Catahoula,Blue Merle,19/2/2015 14:58,,Penelope,Partner,Transfer,Spayed Female
1,year,12.00,A684048,Dog,Miniature Poodle Mix,Tan,27/7/2014 17:42,,Daisy,,Return_to_owner,Spayed Female
1,year,12.00,A694046,Dog,Labrador Retriever,Black/White,27/12/2014 17:20,,Cat Woman,,Return_to_owner,Spayed Female
1,year,12.00,A702339,Dog,American Bulldog Mix,White/Brown,10/10/2015 11:08,,Ayo,,Return_to_owner,Intact Male
1,year,12.00,A672483,Dog,Pit Bull Mix,Tan/White,26/8/2014 15:05,,Bones,,Adoption,Neutered Male
1,year,12.00,A646917,Dog,Pit Bull Mix,Black/White,14/10/2013 11:57,,Rocco,Partner,Transfer,Neutered Male
1,year,12.00,A694514,Dog,Chihuahua Shorthair Mix,White/Black,3/1/2015 11:20,,,,Adoption,Neutered Male
1,year,12.00,A676290,Dog,Pit Bull Mix,Brown/Tan,28/4/2014 12:18,,Beatrice,,Return_to_owner,Spayed Female
1,year,12.00,A697978,Dog,Chihuahua Shorthair Mix,Black/White,8/3/2015 17:16,,Mira,,Adoption,Spayed Female
1,year,12.00,A698473,Dog,Chihuahua Shorthair Mix,Black/White,14/3/2015 12:50,,Oreo,Suffering,Euthanasia,Neutered Male
1,year,12.00,A720377,Dog,Labrador Retriever Mix,Tan/White,18/2/2016 11:39,,Whiskey,,Return_to_owner,Neutered Male
1,year,12.00,A712736,Dog,Chihuahua Shorthair Mix,Black/White,28/9/2015 13:11,,Rocky,,Return_to_owner,Intact Male
1,year,12.00,A694579,Dog,Labrador Retriever Mix,Black/White,4/1/2015 12:13,,Mox,,Return_to_owner,Spayed Female
1,year,12.00,A700502,Dog,Dachshund/Labrador Retriever,Brown,21/4/2015 17:40,,Marley,,Return_to_owner,Intact Male
1,year,12.00,A678054,Dog,Staffordshire Mix,White/Tan,26/5/2014 11:54,,Buster,,Adoption,Neutered Male
1,year,12.00,A688693,Dog,Labrador Retriever,Tan/Buff,22/9/2014 14:30,,Duchess,,Return_to_owner,Spayed Female
1,year,12.00,A703350,Dog,Labrador Retriever Mix,Black,27/5/2015 12:58,,Luke,,Adoption,Neutered Male
1,year,12.00,A665874,Dog,Pit Bull Mix,Brown/White,13/1/2014 12:40,,Trip,,Return_to_owner,Neutered Male
1,year,12.00,A648744,Dog,Anatol Shepherd Mix,White/Tricolor,1/10/2013 12:27,,Claire,,Return_to_owner,Spayed Female
1,year,12.00,A670535,Dog,Labrador Retriever Mix,Black,12/1/2014 15:15,,Sid,,Return_to_owner,Intact Male
1,year,12.00,A695940,Dog,German Shepherd Mix,Sable,9/5/2015 18:15,,Max,,Return_to_owner,Neutered Male
1,year,12.00,A708640,Dog,Labrador Retriever Mix,Black/White,2/8/2015 18:18,,,,Adoption,Neutered Male
1,year,12.00,A685963,Dog,Pit Bull Mix,Blue/White,26/8/2014 12:56,,Cash,,Return_to_owner,Intact Male
1,year,12.00,A678167,Dog,German Shepherd Mix,Black/Tan,12/5/2014 14:38,,Leah,Partner,Transfer,Spayed Female
1,year,12.00,A715703,Dog,Carolina Dog Mix,Tan,19/12/2015 17:37,,Scarlett,,Adoption,Spayed Female
1,year,12.00,A696139,Dog,Collie Rough Mix,Sable/White,4/2/2015 16:07,,Charlie,Partner,Transfer,Neutered Male
1,year,12.00,A669557,Dog,English Springer Spaniel,Brown/White,22/12/2013 18:54,,,,Return_to_owner,Neutered Male
1,year,12.00,A694284,Dog,Labrador Retriever Mix,Brown/White,3/1/2015 18:46,,Boosts,,Adoption,Neutered Male
1,year,12.00,A716894,Dog,American Staffordshire Terrier Mix,Blue/White,21/12/2015 15:01,,George,Partner,Transfer,Neutered Male
1,year,12.00,A679187,Dog,Pit Bull Mix,Brown Brindle,20/1/2015 15:37,,Ginger,,Adoption,Spayed Female
1,year,12.00,A694295,Dog,American Pit Bull Terrier Mix,Brown Brindle/White,3/1/2015 14:19,,Tido,Partner,Transfer,Neutered Male
1,year,12.00,A681862,Dog,Chihuahua Shorthair Mix,Black/White,26/6/2014 8:59,,Negro,Partner,Transfer,Intact Male
1,year,12.00,A675006,Dog,Chihuahua Shorthair Mix,White/Brown,10/4/2014 18:44,,Jewels,,Adoption,Spayed Female
1,year,12.00,A695072,Dog,Schipperke Mix,Black/White,18/1/2015 15:38,,Leo,,Adoption,Neutered Male
1,year,12.00,A664814,Dog,Chihuahua Shorthair/Rat Terrier,White/Brown,17/12/2013 16:40,,,,Adoption,Spayed Female
1,year,12.00,A704567,Dog,Rat Terrier Mix,Tricolor,12/6/2015 18:47,,,,Adoption,Spayed Female
1,year,12.00,A719447,Dog,Chihuahua Longhair Mix,Tricolor,27/1/2016 12:30,,Roberto,,Adoption,Neutered Male
1,year,12.00,A688790,Dog,Labrador Retriever Mix,Black/White,17/5/2015 14:42,,Yogi,,Return_to_owner,Neutered Male
1,year,12.00,A666181,Dog,Australian Cattle Dog/Labrador Retriever,Red Merle/White,10/11/2013 16:49,,Deacon,,Adoption,Neutered Male
1,year,12.00,A715775,Dog,Pit Bull Mix,Black,7/1/2016 19:13,,Marla,,Adoption,Spayed Female
1,year,12.00,A690377,Dog,Pit Bull Mix,Black/White,20/2/2015 15:07,,Pagani,,Adoption,Neutered Male
1,year,12.00,A672672,Dog,Black Mouth Cur Mix,Brown/Black,17/2/2014 18:51,,Mattie,,Return_to_owner,Spayed Female
1,year,12.00,A683900,Dog,Dachshund/Chihuahua Shorthair,Cream/White,23/7/2014 16:41,,Jasmine,Partner,Transfer,Intact Female
1,year,12.00,A706472,Dog,Harrier/Catahoula,Tan/White,7/9/2015 16:24,,Tulip,Partner,Transfer,Spayed Female
1,year,12.00,A698280,Dog,Flat Coat Retriever Mix,Black,14/3/2015 12:18,,,,Adoption,Spayed Female
1,year,12.00,A698997,Dog,German Shepherd Mix,Brown,29/3/2015 15:48,,Snoopy,Partner,Transfer,Intact Male
