Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex,pet_id
12.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male,4239
12.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4240
12.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Neutered,Male,4241
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4242
12.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4243
12.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male,4244
12.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4245
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4246
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4247
12.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4248
12.0,Chihuahua Shorthair Mix,,Brown Brindle/White,Adoption,Positive,Neutered,Male,4249
12.0,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Neutered,Male,4250
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4251
12.0,Chihuahua Shorthair Mix,,Cream,Adoption,Positive,Neutered,Male,4252
12.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4253
12.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4254
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4255
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male,4256
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4257
12.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4258
12.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4259
12.0,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Neutered,Male,4260
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4261
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male,4262
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4263
12.0,Chihuahua Shorthair Mix,,Tan/Brown,Adoption,Positive,Neutered,Male,4264
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4265
12.0,Chihuahua Shorthair Mix,,White/Brown Brindle,Adoption,Positive,Neutered,Male,4266
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4267
12.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male,4268
12.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male,4269
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4270
12.0,Chihuahua Shorthair Mix,,Tan/Black,Adoption,Positive,Neutered,Male,4271
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4272
12.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male,4273
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4274
12.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4275
12.0,Chihuahua Shorthair Mix,,Gold/White,Adoption,Positive,Neutered,Male,4276
12.0,Chihuahua Shorthair Mix,,Blue/White,Adoption,Positive,Neutered,Male,4277
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4278
12.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4279
12.0,Chihuahua Shorthair Mix,,White/Red,Adoption,Positive,Neutered,Male,4280
12.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4281
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4282
12.0,Chihuahua Shorthair Mix,,Brown Brindle/White,Adoption,Positive,Neutered,Male,4283
12.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4284
12.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4285
12.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4286
12.0,Chihuahua Shorthair Mix,,Red/Black,Adoption,Positive,Neutered,Male,4287
12.0,Chihuahua Shorthair Mix,,Black/Cream,Adoption,Positive,Neutered,Male,4288
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4289
12.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4290
12.0,Chihuahua Shorthair Mix,,Cream/White,Adoption,Positive,Neutered,Male,4291
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4292
12.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4293
12.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male,4294
12.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4295
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4296
12.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4297
12.0,Chihuahua Shorthair Mix,,Chocolate/Tan,Adoption,Positive,Neutered,Male,4298
12.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male,4299
60.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4300
36.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4301
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4302
60.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4303
24.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male,4304
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4305
36.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4306
24.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4307
24.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4308
24.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4309
24.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4310
36.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4311
72.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4312
36.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4313
48.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,4314
108.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4315
24.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4316
24.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4317
36.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male,4318
24.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male,4319
24.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male,4320
24.0,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Neutered,Male,4321
24.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4322
36.0,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Neutered,Male,4323
36.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4324
60.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male,4325
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4326
108.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male,4327
96.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4328
48.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4329
24.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4330
24.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4331
72.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4332
60.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4333
24.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male,4334
84.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4335
36.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4336
108.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4337
24.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male,4338
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4339
24.0,Chihuahua Shorthair Mix,,Chocolate/Brown Brindle,Adoption,Positive,Neutered,Male,4340
60.0,Chihuahua Shorthair Mix,,Tan/Black,Adoption,Positive,Neutered,Male,4341
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4342
120.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4343
36.0,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Neutered,Male,4344
60.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4345
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4346
60.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male,4347
60.0,Chihuahua Shorthair Mix,,Yellow Brindle,Adoption,Positive,Neutered,Male,4348
60.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4349
24.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4350
24.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4351
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4352
48.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4353
24.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male,4354
24.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male,4355
24.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4356
84.0,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Neutered,Male,4357
36.0,Chihuahua Shorthair Mix,,Cream,Adoption,Positive,Neutered,Male,4358
24.0,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Neutered,Male,4359
24.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,4360
48.0,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Neutered,Male,4361
24.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4362
60.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4363
72.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4364
36.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4365
48.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4366
48.0,Chihuahua Shorthair Mix,,White/Red,Adoption,Positive,Neutered,Male,4367
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4368
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4369
108.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4370
36.0,Chihuahua Shorthair Mix,,White/Chocolate,Adoption,Positive,Neutered,Male,4371
24.0,Chihuahua Shorthair Mix,,Red,Adoption,Positive,Neutered,Male,4372
48.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4373
48.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Neutered,Male,4374
96.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4375
48.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male,4376
48.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4377
24.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4378
48.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4379
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4380
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4381
36.0,Chihuahua Shorthair Mix,,Tan/Black,Adoption,Positive,Neutered,Male,4382
24.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Neutered,Male,4383
36.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4384
36.0,Chihuahua Shorthair Mix,,Blue/Tan,Adoption,Positive,Neutered,Male,4385
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4386
36.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4387
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4388
96.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4389
24.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4390
48.0,Chihuahua Shorthair Mix,,Cream/White,Adoption,Positive,Neutered,Male,4391
24.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4392
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4393
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4394
24.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4395
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4396
48.0,Chihuahua Shorthair Mix,,Brown Brindle,Adoption,Positive,Neutered,Male,4397
72.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4398
24.0,Chihuahua Shorthair Mix,,Yellow,Adoption,Positive,Neutered,Male,4399
24.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4400
60.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male,4401
84.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male,4402
96.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4403
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4404
120.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4405
24.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male,4406
48.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4407
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4408
156.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4409
96.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4410
48.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male,4411
84.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4412
24.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male,4413
84.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male,4414
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4415
36.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4416
24.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4417
48.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4418
36.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male,4419
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4420
96.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4421
60.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4422
24.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4423
72.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4424
36.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male,4425
24.0,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Neutered,Male,4426
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4427
48.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Neutered,Male,4428
48.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4429
84.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4430
36.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4431
36.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4432
120.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4433
36.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4434
72.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4435
36.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4436
84.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4437
48.0,Chihuahua Shorthair Mix,,Chocolate/Tan,Adoption,Positive,Neutered,Male,4438
24.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4439
60.0,Chihuahua Shorthair Mix,,Cream,Adoption,Positive,Neutered,Male,4440
96.0,Chihuahua Shorthair Mix,,Chocolate/Tan,Adoption,Positive,Neutered,Male,4441
60.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4442
36.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Neutered,Male,4443
24.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4444
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4445
24.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4446
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4447
96.0,Chihuahua Shorthair Mix,,Yellow,Adoption,Positive,Neutered,Male,4448
60.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4449
24.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Neutered,Male,4450
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4451
48.0,Chihuahua Shorthair Mix,,Brown/Tricolor,Adoption,Positive,Neutered,Male,4452
24.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4453
96.0,Chihuahua Shorthair Mix,,Tricolor/White,Adoption,Positive,Neutered,Male,4454
48.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4455
24.0,Chihuahua Shorthair Mix,,Red/Black,Adoption,Positive,Neutered,Male,4456
24.0,Chihuahua Shorthair Mix,,White/Brown,Adoption,Positive,Neutered,Male,4457
24.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4458
24.0,Chihuahua Shorthair Mix,,Fawn,Adoption,Positive,Neutered,Male,4459
48.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4460
108.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4461
24.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Neutered,Male,4462
36.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4463
24.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4464
24.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4465
24.0,Chihuahua Shorthair Mix,,Cream/White,Adoption,Positive,Neutered,Male,4466
48.0,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Neutered,Male,4467
24.0,Chihuahua Shorthair Mix,,White/Tan,Adoption,Positive,Neutered,Male,4468
84.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Neutered,Male,4469
24.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Neutered,Male,4470
24.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4471
36.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Neutered,Male,4472
60.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4473
84.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male,4474
72.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Neutered,Male,4475
36.0,Chihuahua Shorthair Mix,,Gold,Adoption,Positive,Neutered,Male,4476
24.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Neutered,Male,4477
36.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4478
120.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4479
180.0,Chihuahua Shorthair Mix,,Tan/Black,Adoption,Positive,Neutered,Male,4480
36.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male,4481
24.0,Chihuahua Shorthair Mix,,Brown/Black,Adoption,Positive,Neutered,Male,4482
60.0,Chihuahua Shorthair Mix,,Black/Cream,Adoption,Positive,Neutered,Male,4483
24.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4484
24.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Neutered,Male,4485
84.0,Chihuahua Shorthair Mix,,Blue/White,Adoption,Positive,Neutered,Male,4486
60.0,Chihuahua Shorthair Mix,,Buff/White,Adoption,Positive,Neutered,Male,4487
24.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Neutered,Male,4488
96.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Neutered,Male,4489
84.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Neutered,Male,4490
72.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Neutered,Male,4491
96.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Neutered,Male,4492
24.0,Chihuahua Shorthair Mix,,Black/White,Adoption,Positive,Neutered,Male,4493
24.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Neutered,Male,4494
1.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4495
1.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4496
1.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4497
1.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4498
1.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4499
1.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4500
1.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4501
1.0,Chihuahua Shorthair Mix,,Black/Tan,Adoption,Positive,Spayed,Female,4502
1.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4503
1.0,Chihuahua Shorthair Mix,,Sable/Buff,Adoption,Positive,Spayed,Female,4504
8.0,Chihuahua Shorthair Mix,,Chocolate/White,Adoption,Positive,Spayed,Female,4505
10.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4506
2.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4507
2.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4508
2.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4509
4.0,Chihuahua Shorthair Mix,,Buff,Adoption,Positive,Spayed,Female,4510
2.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4511
4.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4512
5.0,Chihuahua Shorthair Mix,,Tricolor,Adoption,Positive,Spayed,Female,4513
3.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4514
7.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4515
2.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female,4516
2.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4517
10.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4518
4.0,Chihuahua Shorthair Mix,,Sable,Adoption,Positive,Spayed,Female,4519
2.0,Chihuahua Shorthair Mix,,Yellow Brindle/White,Adoption,Positive,Spayed,Female,4520
8.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4521
5.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4522
4.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4523
3.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4524
8.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4525
4.0,Chihuahua Shorthair Mix,,Brown/White,Adoption,Positive,Spayed,Female,4526
3.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4527
5.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female,4528
2.0,Chihuahua Shorthair Mix,,Chocolate/Tan,Adoption,Positive,Spayed,Female,4529
2.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4530
2.0,Chihuahua Shorthair Mix,,White/Brown Brindle,Adoption,Positive,Spayed,Female,4531
2.0,Chihuahua Shorthair Mix,,White/Black,Adoption,Positive,Spayed,Female,4532
5.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4533
5.0,Chihuahua Shorthair Mix,,Brown,Adoption,Positive,Spayed,Female,4534
2.0,Chihuahua Shorthair Mix,,Tan/White,Adoption,Positive,Spayed,Female,4535
2.0,Chihuahua Shorthair Mix,,Brown/Tan,Adoption,Positive,Spayed,Female,4536
3.0,Chihuahua Shorthair Mix,,Black/Brown,Adoption,Positive,Spayed,Female,4537
8.0,Chihuahua Shorthair Mix,,Red/White,Adoption,Positive,Spayed,Female,4538
2.0,Chihuahua Shorthair Mix,,Black/Tricolor,Adoption,Positive,Spayed,Female,4539
10.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4540
2.0,Chihuahua Shorthair Mix,,White,Adoption,Positive,Spayed,Female,4541
5.0,Chihuahua Shorthair Mix,,Black,Adoption,Positive,Spayed,Female,4542
3.0,Chihuahua Shorthair Mix,,Tan/Black,Adoption,Positive,Spayed,Female,4543
2.0,Chihuahua Shorthair Mix,,Tan,Adoption,Positive,Spayed,Female,4544
