,AgeuponOutcome,AnimalID,AnimalType,Breed,Color,DateTime,ID,Name,OutcomeSubtype,OutcomeType,SexuponOutcome
13970,11 months,A708329,Dog,Australian Cattle Dog Mix,Brown/White,2015-08-29 15:43:00,,Tia Rae,Partner,Transfer,Spayed Female
13972,3 years,A711570,Dog,American Bulldog/Great Pyrenees,White,2015-09-15 11:27:00,,Jasper,Partner,Transfer,Neutered Male
13973,2 years,A622128,Dog,Boxer Mix,Brown Brindle/White,2014-05-23 15:00:00,,Ginger,Foster,Adoption,Spayed Female
13974,1 year,A692140,Dog,Border Terrier Mix,Fawn,2014-11-19 18:04:00,,Rocky,,Adoption,Neutered Male
13976,2 years,A691204,Dog,American Bulldog Mix,Brown Brindle/White,2014-11-28 11:12:00,,Bluto,Partner,Transfer,Neutered Male
13978,7 months,A695904,Dog,Border Collie Mix,Tricolor,2015-07-01 11:30:00,,Indiana,Partner,Transfer,Neutered Male
13981,1 year,A693058,Dog,Cairn Terrier Mix,Tan,2014-12-05 17:41:00,,Godzilla,,Return_to_owner,Neutered Male
13983,2 years,A679529,Dog,American Staffordshire Terrier Mix,Black/White,2014-05-29 12:55:00,,,Aggressive,Euthanasia,Intact Male
13985,2 years,A706744,Dog,Chihuahua Shorthair Mix,White/Buff,2015-07-10 14:04:00,,Wambach,Partner,Transfer,Intact Male
13987,14 years,A670301,Dog,Labrador Retriever Mix,Black,2014-01-05 16:43:00,,Sedona,,Return_to_owner,Spayed Female
13988,2 months,A679880,Dog,Boxer Mix,Tan/Black,2014-05-31 18:44:00,,Tito,,Adoption,Neutered Male
13989,5 months,A685783,Dog,Chihuahua Shorthair,Black/Tan,2014-08-18 19:01:00,,Gabby,,Adoption,Spayed Female
13991,2 years,A720661,Dog,Labrador Retriever Mix,Tricolor,2016-02-14 18:07:00,,Charlie,,Return_to_owner,Spayed Female
13992,2 months,A719782,Dog,Border Collie,Chocolate/White,2016-01-29 16:50:00,,Max,,Adoption,Neutered Male
13994,12 years,A671491,Dog,Golden Retriever,Buff,2014-02-03 15:56:00,,Sabrina,,Return_to_owner,Spayed Female
13995,15 years,A696757,Dog,Miniature Poodle Mix,Black/Gray,2015-02-11 17:24:00,,Midnight,,Return_to_owner,Intact Male
13996,4 years,A659526,Dog,Catahoula/Bulldog,Brown Brindle/White,2015-02-07 11:18:00,,Vegas,,Return_to_owner,Neutered Male
13997,3 months,A670484,Dog,Anatol Shepherd Mix,Buff,2014-01-12 14:10:00,,Maddie,Partner,Transfer,Intact Female
13998,7 years,A643742,Dog,St. Bernard Rough Coat/Labrador Retriever,Black/Brown Brindle,2014-02-28 11:02:00,,Smokey,Partner,Transfer,Neutered Male
13999,1 year,A660791,Dog,Siberian Husky Mix,Black/Silver,2014-05-28 17:00:00,,Bonnie,,Return_to_owner,Spayed Female
14000,4 years,A694505,Dog,Boxer,Brown Brindle,2014-12-30 11:20:00,,Loki,,Return_to_owner,Neutered Male
14001,5 years,A693195,Dog,Miniature Poodle Mix,White,2014-12-07 13:08:00,,Leia,,Adoption,Intact Female
14002,1 year,A693623,Dog,Staffordshire Mix,Brown,2014-12-26 11:32:00,,Honey,,Adoption,Spayed Female
14006,5 years,A675935,Dog,Boxer Mix,Brown Brindle/White,2014-04-03 14:16:00,,Kane,Medical,Euthanasia,Intact Male
14007,9 months,A693434,Dog,Australian Kelpie Mix,Black/White,2015-02-02 11:49:00,,Rocket,,Adoption,Neutered Male
14010,4 years,A618412,Dog,Chihuahua Shorthair Mix,Brown,2015-05-06 16:25:00,,Little Bit,,Return_to_owner,Neutered Male
14012,10 years,A678636,Dog,German Shepherd Mix,Brown/Black,2014-05-11 14:52:00,,Chip,,Return_to_owner,Neutered Male
14014,2 years,A714295,Dog,Rat Terrier Mix,White/Brown,2015-10-25 19:05:00,,Chief,,Adoption,Neutered Male
14015,1 month,A698326,Dog,German Shepherd Mix,Sable,2015-03-10 14:29:00,,Klaus,Partner,Transfer,Intact Male
14016,8 months,A672545,Dog,Chihuahua Shorthair Mix,Tan,2014-02-19 14:50:00,,,Partner,Transfer,Neutered Male
14017,2 months,A672435,Dog,Labrador Retriever/Staffordshire,Black/White,2014-02-18 17:31:00,,Bosley,Foster,Adoption,Neutered Male
14018,1 year,A690751,Dog,Bruss Griffon Mix,Black/Tan,2014-11-02 14:17:00,,Grover,Partner,Transfer,Neutered Male
14021,2 years,A689099,Dog,Boxer Mix,White/Brown,2014-11-01 15:16:00,,Cherry,Rabies Risk,Euthanasia,Spayed Female
14023,2 years,A700423,Dog,Boxer,Brown Brindle/White,2015-04-28 15:39:00,,Tyson,,Adoption,Neutered Male
14026,2 months,A689441,Dog,Doberman Pinsch Mix,Tricolor,2014-10-09 17:29:00,,Amelia,Partner,Transfer,Spayed Female
14027,2 months,A671231,Dog,Dachshund/Harrier,Black/Tan,2014-01-25 17:13:00,,,,Adoption,Neutered Male
14028,5 years,A702784,Dog,Chihuahua Longhair Mix,Black,2015-05-22 18:08:00,,Jugete,,Adoption,Neutered Male
14029,3 months,A682193,Dog,German Shepherd,Black/Brown,2014-06-29 17:48:00,,Ck,,Adoption,Neutered Male
14030,1 year,A696163,Dog,Chihuahua Shorthair Mix,Black/White,2015-02-11 16:40:00,,Austin,Partner,Transfer,Intact Male
14032,3 years,A697092,Dog,Labrador Retriever Mix,Chocolate,2015-02-20 08:43:00,,Rocky,Aggressive,Euthanasia,Neutered Male
14034,2 weeks,A694902,Dog,Pit Bull Mix,White/Tricolor,2015-01-08 12:39:00,,,,Return_to_owner,Intact Female
14037,1 year,A694578,Dog,Chow Chow Mix,Black,2015-01-02 12:50:00,,Mick Jagger,,Return_to_owner,Neutered Male
14038,9 years,A684400,Dog,Doberman Pinsch,Red/Tan,2014-07-23 14:05:00,,Riley,Suffering,Euthanasia,Neutered Male
14039,1 year,A666050,Dog,Australian Cattle Dog Mix,Brown/White,2013-11-02 18:50:00,,Blake,Foster,Adoption,Neutered Male
14040,4 years,A692603,Dog,Pit Bull Mix,Fawn/White,2014-12-10 14:38:00,,Crook,,Return_to_owner,Neutered Male
14041,4 years,A586665,Dog,Pit Bull Mix,White/Chocolate,2014-03-02 16:03:00,,Pichin,Aggressive,Euthanasia,Neutered Male
14042,6 months,A706374,Dog,Australian Cattle Dog/American Foxhound,Brown/White,2015-07-06 17:52:00,,Pancake,Partner,Transfer,Intact Female
14043,4 years,A618771,Dog,Cavalier Span Mix,Black,2014-06-06 12:28:00,,Prieto,Partner,Transfer,Neutered Male
14044,2 years,A691385,Dog,Border Collie Mix,White/Black,2014-11-04 16:30:00,,Spirit,,Return_to_owner,Spayed Female
14045,4 years,A702886,Dog,Labrador Retriever Mix,Black/White,2015-05-31 16:31:00,,Sabra,,Adoption,Spayed Female
14046,2 years,A681642,Dog,Chihuahua Shorthair Mix,Chocolate/White,2014-09-03 13:23:00,,Honey,,Adoption,Spayed Female
14048,7 years,A667188,Dog,Labrador Retriever/Chow Chow,Red/Black,2013-12-21 14:03:00,,Ava,,Adoption,Spayed Female
14049,7 years,A669871,Dog,Irish Wolfhound Mix,White,2014-01-04 15:04:00,,Elsa,,Adoption,Spayed Female
14052,4 years,A694357,Dog,Pit Bull Mix,Blue/Black,2015-01-14 16:33:00,,Achilles,Aggressive,Euthanasia,Neutered Male
14054,1 year,A720295,Dog,German Shepherd Mix,White,2016-02-17 16:42:00,,Balto,,Return_to_owner,Spayed Female
14055,3 years,A679396,Dog,Pit Bull Mix,Chocolate/White,2014-05-24 10:27:00,,Blitz,Aggressive,Euthanasia,Neutered Male
14057,1 year,A664889,Dog,Dachshund Mix,Black/Tan,2013-10-14 17:44:00,,,,Adoption,Spayed Female
14059,5 months,A714661,Dog,Jack Russell Terrier/Papillon,White/Tricolor,2015-10-31 13:47:00,,George,Partner,Transfer,Intact Male
14060,11 months,A673525,Dog,Labrador Retriever Mix,Black/White,2014-04-12 17:21:00,,Austin,Partner,Transfer,Neutered Male
14061,1 year,A704518,Dog,Chihuahua Shorthair Mix,Tan,2015-06-30 00:00:00,,Daisy,Partner,Transfer,Spayed Female
14062,7 years,A685113,Dog,Chihuahua Shorthair Mix,Brown,2014-08-05 18:46:00,,Lucky,,Return_to_owner,Neutered Male
14063,11 years,A703156,Dog,Labrador Retriever Mix,Black,2015-05-21 12:39:00,,Kahlua,,Return_to_owner,Spayed Female
14065,12 years,A660623,Dog,Beagle Mix,Tricolor,2014-02-17 11:37:00,,Lucy,Partner,Transfer,Spayed Female
14066,1 year,A705905,Dog,Boxer/Great Dane,Black/White,2015-08-21 16:16:00,,Sabine,Partner,Transfer,Neutered Male
14067,3 months,A719423,Dog,Dachshund Mix,Black/Tan,2016-01-24 12:34:00,,Tex,,Adoption,Neutered Male
14070,1 year,A662734,Dog,Pit Bull Mix,Brown/White,2014-02-23 18:27:00,,Trey,,Adoption,Neutered Male
14071,1 year,A688778,Dog,Australian Cattle Dog Mix,White/Tan,2014-09-24 18:34:00,,Scotty,,Return_to_owner,Neutered Male
14072,4 years,A699978,Dog,Shih Tzu Mix,White/Black,2015-04-13 11:55:00,,,Partner,Transfer,Spayed Female
14073,4 months,A666722,Dog,Soft Coated Wheaten Terrier/Yorkshire Terrier,Cream/Tan,2013-11-07 17:34:00,,Pumpkin,Partner,Transfer,Intact Female
14074,2 years,A713844,Dog,Pit Bull Mix,Blue/White,2015-11-14 15:42:00,,Milton,,Return_to_owner,Neutered Male
14075,2 days,A705114,Dog,German Shepherd Mix,Brown,2015-06-13 15:47:00,,,Partner,Transfer,Intact Male
14077,10 months,A719454,Dog,Shih Tzu,Tan/White,2016-01-25 16:58:00,,Toby,,Adoption,Neutered Male
14078,3 months,A680088,Dog,Vizsla Mix,Red/White,2014-06-03 17:15:00,,Koda,,Adoption,Spayed Female
14079,6 years,A565044,Dog,Boxer Mix,Brown Brindle,2015-07-23 14:30:00,,Bailey,,Adoption,Spayed Female
14080,5 years,A680965,Dog,Chihuahua Shorthair Mix,Sable/Tan,2014-06-10 19:09:00,,Taco,,Return_to_owner,Neutered Male
14083,4 years,A699550,Dog,Rottweiler,Black/Brown,2015-06-11 17:18:00,,Simba,,Adoption,Neutered Male
14084,2 years,A699496,Dog,Manchester Terrier Mix,Brown Brindle,2015-04-06 17:29:00,,Kaiser,,Adoption,Neutered Male
14085,8 years,A701873,Dog,Chihuahua Shorthair Mix,Tan,2015-05-10 16:08:00,,Chiquita,Partner,Transfer,Spayed Female
14086,1 year,A700973,Dog,Pit Bull Mix,Brown Brindle/White,2015-12-11 18:06:00,,Loco,,Return_to_owner,Neutered Male
14087,3 years,A702481,Dog,Australian Shepherd Mix,Brown/White,2015-12-29 15:02:00,,Winnie,,Return_to_owner,Spayed Female
14089,5 years,A673256,Dog,Chihuahua Shorthair/Pug,Brown/Black,2014-03-12 17:50:00,,Lestat,Partner,Transfer,Neutered Male
14090,3 years,A701345,Dog,Labrador Retriever Mix,Black/White,2015-05-04 13:35:00,,,Aggressive,Euthanasia,Intact Female
14091,6 years,A700373,Dog,Saluki,Brown Brindle/White,2015-04-16 11:18:00,,Felix,Partner,Transfer,Neutered Male
14092,10 years,A677004,Dog,Chihuahua Shorthair Mix,Black/Brown,2015-03-01 16:00:00,,Fanniemae,,Adoption,Spayed Female
14095,4 months,A665357,Dog,Redbone Hound/Labrador Retriever,Red/White,2013-10-20 17:51:00,,The Admiral,,Adoption,Spayed Female
14096,6 years,A668752,Dog,Cairn Terrier Mix,Tan,2013-12-10 16:35:00,,Toby,,Adoption,Neutered Male
14098,10 years,A710503,Dog,Rat Terrier/Boston Terrier,White/Black,2015-08-24 16:10:00,,Roxy,,Return_to_owner,Intact Female
14101,2 years,A678985,Dog,Labrador Retriever/Pit Bull,Chocolate,2014-05-19 12:36:00,,,Partner,Transfer,Neutered Male
14102,4 years,A689369,Dog,Pit Bull Mix,Red/White,2014-11-29 17:59:00,,Elmer,Partner,Transfer,Neutered Male
14103,1 year,A686733,Dog,Bulldog Mix,White/Liver,2014-09-16 18:18:00,,Izabella,Partner,Transfer,Spayed Female
14104,2 years,A696767,Dog,Cocker Spaniel Mix,Black/White,2015-02-13 17:49:00,,Oreo,,Return_to_owner,Spayed Female
14105,2 months,A692904,Dog,Beagle/Chihuahua Shorthair,Black/Tan,2014-12-02 17:52:00,,Chip,,Adoption,Neutered Male
14106,1 month,A717824,Dog,Miniature Poodle Mix,Cream,2016-02-06 17:56:00,,Cyrus,Foster,Adoption,Neutered Male
14113,10 years,A427100,Dog,Cardigan Welsh Corgi Mix,Tricolor,2016-02-02 16:31:00,,Penny Lane,,Return_to_owner,Spayed Female
14114,6 years,A693698,Dog,English Shepherd Mix,Tricolor,2014-12-23 13:04:00,,Lola,,Adoption,Spayed Female
14115,8 years,A688820,Dog,Australian Cattle Dog Mix,Red Tick/White,2014-09-24 16:36:00,,Freckles,Aggressive,Euthanasia,Intact Female
14116,3 months,A665012,Dog,Pit Bull Mix,Fawn,2013-10-16 17:39:00,,Cookie,,Adoption,Spayed Female
14118,2 years,A693722,Dog,Pit Bull Mix,Black/White,2015-01-19 16:58:00,,Panda,,Adoption,Spayed Female
14119,15 years,A691913,Dog,Australian Cattle Dog Mix,Blue Merle,2014-11-12 11:57:00,,Rajun,,Return_to_owner,Spayed Female
14120,2 months,A668137,Dog,German Shepherd Mix,Black/Brown Brindle,2013-12-23 18:42:00,,Gus,Foster,Adoption,Neutered Male
14121,2 months,A676204,Dog,Labrador Retriever Mix,Black,2014-06-03 15:58:00,,,Foster,Adoption,Neutered Male
14122,7 years,A535375,Dog,Boxer,Brown/White,2015-01-29 18:20:00,,Coco,,Return_to_owner,Spayed Female
14123,2 years,A677102,Dog,Pit Bull Mix,Tan/White,2014-05-27 13:49:00,,Pippa,Partner,Transfer,Spayed Female
14124,3 years,A679346,Dog,Pit Bull Mix,Blue/Tan,2014-09-03 13:32:00,,Houston,,Return_to_owner,Neutered Male
14126,5 months,A699323,Dog,Labrador Retriever Mix,Black/White,2015-03-25 18:58:00,,Moose,,Return_to_owner,Neutered Male
14129,2 years,A712346,Dog,Siberian Husky/German Shepherd,Black/White,2015-09-22 18:48:00,,Cane,,Return_to_owner,Neutered Male
14132,8 months,A710051,Dog,Pit Bull Mix,White,2015-09-11 18:10:00,,Cloudy,,Adoption,Neutered Male
14133,4 years,A718615,Dog,Chihuahua Shorthair Mix,Gold,2016-01-08 16:50:00,,,Partner,Transfer,Neutered Male
14134,2 years,A696498,Dog,Pointer/Australian Cattle Dog,White/Black,2015-05-26 11:53:00,,Oreo,Partner,Transfer,Neutered Male
14135,5 years,A713707,Dog,Beagle Mix,Tricolor,2015-10-13 16:56:00,,,,Return_to_owner,Spayed Female
14137,3 years,A689786,Dog,Pit Bull Mix,Black/White,2014-12-12 16:39:00,,Chansy,,Return_to_owner,Neutered Male
14138,2 months,A720437,Dog,Bullmastiff,Tan/Black,2016-02-12 17:58:00,,Lily,,Return_to_owner,Intact Female
14140,2 months,A688534,Dog,German Shepherd Mix,Brown/Black,2014-09-24 18:31:00,,,,Adoption,Spayed Female
14141,10 years,A679805,Dog,Pug Mix,Sable/Tan,2014-05-28 16:17:00,,Bentley,,Return_to_owner,Neutered Male
14142,7 months,A700101,Dog,Labrador Retriever Mix,Chocolate/White,2015-04-14 18:35:00,,Maverick,Partner,Transfer,Neutered Male
14143,2 years,A718678,Dog,Chihuahua Shorthair Mix,Brown,2016-01-09 18:23:00,,Heinz,,Adoption,Neutered Male
14144,8 months,A715793,Dog,Carolina Dog Mix,Tan/Black,2015-11-15 12:27:00,,,Partner,Transfer,Intact Male
14145,3 years,A673340,Dog,Chihuahua Shorthair Mix,Black/White,2014-02-28 14:41:00,,Olive,,Adoption,Spayed Female
14147,2 years,A702453,Dog,Australian Cattle Dog Mix,White/Brown,2015-05-26 13:28:00,,Aubry,,Adoption,Spayed Female
14151,1 year,A664188,Dog,Pit Bull Mix,Blue/White,2013-10-17 14:38:00,,Blue,,Return_to_owner,Neutered Male
14153,3 months,A716644,Dog,St. Bernard Smooth Coat Mix,White/Brown Brindle,2015-11-27 13:51:00,,Bernice,Partner,Transfer,Intact Female
14154,5 years,A692429,Dog,Labrador Retriever Mix,Yellow,2014-11-24 17:27:00,,Maggie,,Return_to_owner,Spayed Female
14155,1 year,A682572,Dog,Great Pyrenees Mix,White/Brown,2014-07-30 17:51:00,,,,Adoption,Neutered Male
14156,3 years,A673369,Dog,Yorkshire Terrier/Parson Russell Terrier,Blue/Tan,2014-03-01 17:24:00,,Titus,,Adoption,Neutered Male
14157,8 years,A704357,Dog,Beagle Mix,White/Brown,2015-06-04 14:14:00,,Bauer,,Return_to_owner,Neutered Male
14158,5 months,A714776,Dog,Chihuahua Shorthair Mix,Tricolor,2015-11-01 00:00:00,,Juan,Partner,Transfer,Neutered Male
14160,3 years,A650431,Dog,Pit Bull Mix,Blue,2014-06-06 16:17:00,,Mia,,Return_to_owner,Spayed Female
14161,4 months,A676294,Dog,Chihuahua Shorthair,Buff,2014-04-08 15:29:00,,Princess,Partner,Transfer,Intact Female
14162,2 years,A696842,Dog,German Shepherd Mix,Black,2015-02-13 13:02:00,,Chuco,,Return_to_owner,Intact Male
14163,1 year,A674039,Dog,American Pit Bull Terrier Mix,Red,2014-03-14 13:29:00,,Bella,Partner,Transfer,Intact Female
14166,3 years,A705760,Dog,Pit Bull Mix,Brown,2015-07-02 17:44:00,,Cali,Partner,Transfer,Intact Female
14167,3 years,A670921,Dog,Chihuahua Longhair/Cairn Terrier,Tan/Brown,2014-01-16 13:56:00,,Zoe,,Return_to_owner,Spayed Female
14170,11 months,A683885,Dog,Labrador Retriever Mix,White/Brown,2015-02-03 18:04:00,,Kush,,Return_to_owner,Spayed Female
14173,1 year,A692910,Dog,Beagle/Boxer,Tricolor,2014-12-05 17:56:00,,Harley,,Adoption,Neutered Male
14174,5 years,A672393,Dog,Miniature Schnauzer/Chihuahua Shorthair,Gray/White,2014-02-12 12:27:00,,Charlie,,Adoption,Neutered Male
14175,8 years,A671071,Dog,Shih Tzu,White/Brown,2014-01-21 09:25:00,,Lonestar,Partner,Transfer,Intact Male
14176,9 years,A713715,Dog,Dachshund Wirehair/Miniature Poodle,Blue/Tan,2015-11-07 14:20:00,,Cheyenne,,Adoption,Spayed Female
14178,2 months,A702548,Dog,Chihuahua Shorthair Mix,Red,2015-05-27 14:20:00,,Dozer,Partner,Transfer,Neutered Male
14180,7 years,A661782,Dog,Chihuahua Shorthair Mix,Tricolor,2013-10-10 17:11:00,,Penelope,,Adoption,Spayed Female
14181,2 months,A673895,Dog,Chihuahua Shorthair/Pomeranian,Brown,2014-03-08 16:37:00,,,Partner,Transfer,Spayed Female
14182,3 years,A704981,Dog,Australian Cattle Dog Mix,Blue Merle,2015-06-15 14:34:00,,,,Adoption,Neutered Male
14184,2 years,A719933,Dog,Beagle,Tricolor,2016-01-31 16:15:00,,Bella,,Return_to_owner,Intact Female
14185,9 years,A703238,Dog,Labrador Retriever Mix,Yellow,2015-05-24 12:24:00,,,Partner,Transfer,Neutered Male
14187,5 years,A684919,Dog,Pit Bull/German Shepherd,Sable/White,2014-09-07 15:14:00,,Poptart,,Adoption,Spayed Female
14188,3 years,A716803,Dog,Great Pyrenees Mix,White/Buff,2015-11-25 15:00:00,,Scooter,,Return_to_owner,Neutered Male
14190,4 months,A669145,Dog,Chihuahua Longhair Mix,Tan/White,2013-12-19 17:16:00,,Nevins,,Adoption,Neutered Male
14191,1 year,A668662,Dog,Dachshund/Chihuahua Shorthair,Red,2013-12-11 17:09:00,,,,Adoption,Neutered Male
14194,3 years,A603534,Dog,Labrador Retriever Mix,Black/White,2014-07-15 17:38:00,,Shadow,,Return_to_owner,Spayed Female
14197,8 months,A695341,Dog,Jack Russell Terrier/Chihuahua Shorthair,Brown,2015-04-26 13:51:00,,Copper,,Adoption,Neutered Male
14198,6 years,A578318,Dog,German Shepherd Mix,Brown/Black,2015-03-24 14:57:00,,Hamilton,,Return_to_owner,Neutered Male
14199,8 years,A683108,Dog,Australian Cattle Dog/Akita,Brown/White,2015-09-10 12:02:00,,Clyde,,Return_to_owner,Neutered Male
14200,5 months,A683401,Dog,Great Pyrenees Mix,White,2014-07-13 11:19:00,,,Partner,Transfer,Intact Female
14201,2 years,A698758,Dog,Labrador Retriever/Border Collie,Black,2015-04-21 19:25:00,,Tippy,,Adoption,Spayed Female
14202,2 months,A664033,Dog,German Shepherd Mix,Tan/White,2013-10-02 18:40:00,,Billy,,Adoption,Neutered Male
14204,1 month,A701438,Dog,Chihuahua Shorthair Mix,Black Brindle/White,2015-05-03 12:36:00,,,Partner,Transfer,Intact Male
14205,6 years,A686334,Dog,Pit Bull Mix,Brown/White,2014-08-31 16:18:00,,Kane,,Return_to_owner,Neutered Male
14207,5 months,A703629,Dog,Labrador Retriever Mix,Black/White,2015-06-28 15:52:00,,Gavin,,Adoption,Neutered Male
14209,1 year,A720536,Dog,Bichon Frise Mix,White,2016-02-15 17:05:00,,,,Adoption,Neutered Male
14210,1 month,A688517,Dog,Labrador Retriever Mix,Black/White,2014-09-24 19:01:00,,Emmit,,Adoption,Neutered Male
14216,6 months,A693795,Dog,Collie Smooth/Labrador Retriever,Red/White,2015-07-09 13:49:00,,Riku,,Adoption,Neutered Male
14217,5 months,A711425,Dog,Shiba Inu,Black/Tan,2015-09-06 16:32:00,,Oreo,,Return_to_owner,Intact Male
14218,2 years,A706979,Dog,American Bulldog/Mastiff,Black/White,2015-07-13 12:42:00,,Oso,,Return_to_owner,Intact Male
14221,5 years,A622978,Dog,Pit Bull Mix,White/Black,2014-06-03 18:54:00,,Sugar,Aggressive,Euthanasia,Spayed Female
14226,5 months,A685596,Dog,Pit Bull Mix,Brown/White,2014-08-22 12:46:00,,Jacob,,Adoption,Neutered Male
14227,2 years,A705275,Dog,German Shepherd,Sable,2015-06-26 11:02:00,,Landen,,Return_to_owner,Neutered Male
14228,4 years,A696203,Dog,Yorkshire Terrier/Cairn Terrier,Brown/Black,2015-02-20 18:52:00,,Aideen,,Adoption,Spayed Female
14230,8 months,A690352,Dog,Labrador Retriever Mix,Black,2014-10-22 17:48:00,,Abby,,Adoption,Spayed Female
14231,2 years,A717313,Dog,Pharaoh Hound/Border Collie,Black/White,2015-12-19 17:51:00,,Sophie,,Adoption,Spayed Female
14232,1 year,A666430,Dog,Beagle Mix,White/Brown,2013-11-07 11:47:00,,Lucy,Partner,Transfer,Spayed Female
14234,9 months,A669177,Dog,Labrador Retriever/Staffordshire,Black/White,2013-12-24 14:43:00,,Ally,,Adoption,Intact Female
14238,1 year,A695569,Dog,Pit Bull Mix,Blue/White,2015-05-26 16:10:00,,Thor,,Adoption,Neutered Male
14240,7 months,A715676,Dog,Boxer Mix,Red/White,2015-11-16 17:07:00,,Austin,,Return_to_owner,Neutered Male
14241,2 years,A714139,Dog,Standard Schnauzer Mix,Gray,2015-10-21 11:20:00,,Jesse,,Return_to_owner,Spayed Female
14243,3 years,A719621,Dog,Pit Bull Mix,Chocolate/White,2016-01-26 11:49:00,,Koby,,Return_to_owner,Intact Male
14244,2 years,A672507,Dog,Pomeranian Mix,Cream/Black,2014-02-15 18:52:00,,Astro,,Return_to_owner,Neutered Male
14245,13 years,A707937,Dog,Chihuahua Shorthair Mix,Black/Brown,2015-07-25 11:31:00,,Blackie,,Adoption,Neutered Male
14248,5 years,A611075,Dog,Anatol Shepherd/Great Pyrenees,Tricolor,2015-08-18 17:07:00,,Girl,,Return_to_owner,Spayed Female
14255,2 months,A704181,Dog,Chow Chow/Pit Bull,Red/Tan,2015-06-07 13:22:00,,Red,,Adoption,Neutered Male
14258,1 year,A668442,Dog,Vizsla Mix,Red/White,2014-03-09 14:43:00,,Myrtle,,Adoption,Spayed Female
14260,1 year,A710021,Dog,Chihuahua Shorthair Mix,Black/Tan,2015-08-27 18:22:00,,Brad,Partner,Transfer,Neutered Male
14261,2 years,A687587,Dog,Miniature Schnauzer Mix,Black/Buff,2015-01-26 14:50:00,,Loki,,Return_to_owner,Neutered Male
14263,5 months,A719204,Dog,Plott Hound Mix,Black,2016-01-20 19:24:00,,Lucas,,Adoption,Neutered Male
14264,7 years,A700394,Dog,Plott Hound/Pit Bull,Brown Brindle,2015-04-24 14:39:00,,Moose,,Return_to_owner,Neutered Male
14268,5 years,A648915,Dog,Chihuahua Shorthair Mix,Black/Tan,2014-01-16 16:49:00,,Princess,,Return_to_owner,Spayed Female
14269,1 year,A650205,Dog,Beagle/Queensland Heeler,Tricolor,2014-01-12 14:20:00,,Spike,,Adoption,Neutered Male
14270,1 year,A696765,Dog,Chihuahua Shorthair Mix,Tan/White,2015-02-16 12:44:00,,Oliver,Partner,Transfer,Neutered Male
14273,2 months,A666938,Dog,Pit Bull Mix,Fawn/White,2013-11-17 17:17:00,,,Partner,Transfer,Intact Female
14276,9 years,A677147,Dog,Beagle Mix,White/Tan,2014-04-20 16:21:00,,Joy,,Return_to_owner,Spayed Female
14278,1 year,A673341,Dog,Bruss Griffon Mix,Yellow,2014-02-26 17:29:00,,Allonsdanser,,Adoption,Spayed Female
14279,1 year,A655501,Dog,Pit Bull Mix,Black/White,2013-12-26 08:25:00,,Lucy,Foster,Adoption,Spayed Female
14280,1 year,A695500,Dog,Pug/Beagle,Fawn/Black,2015-01-23 12:09:00,,Winston,Partner,Transfer,Neutered Male
14282,10 months,A665855,Dog,Pit Bull Mix,Brown/White,2013-10-24 16:51:00,,Apple,Partner,Transfer,Intact Female
14283,10 years,A703202,Dog,Brittany Mix,White/Liver,2015-05-21 16:46:00,,Taz,,Return_to_owner,Neutered Male
14285,4 months,A709595,Dog,Labrador Retriever Mix,Red/White,2015-08-15 17:50:00,,Bella,,Adoption,Spayed Female
14288,2 months,A707394,Dog,Border Collie/Great Pyrenees,Black/White,2015-07-17 12:22:00,,,,Adoption,Spayed Female
14290,2 years,A699548,Dog,Pit Bull/Basset Hound,Brown,2015-05-11 15:44:00,,Lohman,,Adoption,Neutered Male
14291,1 year,A697606,Dog,Australian Cattle Dog,Blue Tick/Red Tick,2015-03-02 15:10:00,,Sasha,Partner,Transfer,Spayed Female
14294,1 year,A665710,Dog,Cairn Terrier Mix,Tan/White,2013-10-25 14:33:00,,Brooke,Partner,Transfer,Spayed Female
14295,2 months,A664300,Dog,Anatol Shepherd/Great Pyrenees,White/Tricolor,2013-10-06 17:21:00,,Happy,,Adoption,Neutered Male
14296,6 months,A714806,Dog,Labrador Retriever Mix,Black/White,2015-11-03 18:43:00,,Koda,,Adoption,Spayed Female
14297,2 years,A706947,Dog,Miniature Schnauzer Mix,White,2015-07-06 18:26:00,,Shinyuu,,Return_to_owner,Neutered Male
14302,6 years,A668083,Dog,Shih Tzu,White/Gray,2013-11-30 12:21:00,,Ethel,Partner,Transfer,Spayed Female
14305,1 year,A664432,Dog,Miniature Poodle Mix,White,2013-10-12 14:02:00,,,Partner,Transfer,Intact Male
14308,15 years,A720289,Dog,Labrador Retriever Mix,Red/Tan,2016-02-06 14:00:00,,Loki,,Return_to_owner,Intact Male
14309,9 months,A717602,Dog,Yorkshire Terrier Mix,Black/Tan,2015-12-13 13:22:00,,Romeo,,Return_to_owner,Intact Male
14314,6 days,A701359,Dog,English Bulldog Mix,Blue/White,2015-05-04 15:32:00,,,Partner,Transfer,Unknown
14315,5 years,A667996,Dog,Labrador Retriever,Buff/Tan,2013-12-03 11:07:00,,Tripp,Partner,Transfer,Neutered Male
14316,4 years,A679580,Dog,Pug/Chihuahua Shorthair,White/Brown,2014-06-10 16:35:00,,Chalupa,Partner,Transfer,Spayed Female
14318,1 year,A674775,Dog,Chihuahua Shorthair Mix,Black/White,2014-03-25 14:14:00,,Treble,,Adoption,Neutered Male
